SchemeCode,AMC,SchemeName,ISIN,ISINdivReinvestment,SchemeType,Category
153128,Edelweiss Mutual Fund,Edelweiss CRISIL IBX AAA Financial Services Bond - Jan 2028 Index Fund - Direct Plan - IDCW,INF754K01TQ8,INF754K01TR6,Open Ended Schemes,Other Scheme - Index Funds
153129,Edelweiss Mutual Fund,Edelweiss CRISIL IBX AAA Financial Services Bond - Jan 2028 Index Fund - Regular Plan - IDCW,INF754K01TU0,INF754K01TV8,Open Ended Schemes,Other Scheme - Index Funds
153130,Edelweiss Mutual Fund,Edelweiss CRISIL IBX AAA Financial Services Bond - Jan 2028 Index Fund - Regular Plan - Growth,INF754K01TT2,,Open Ended Schemes,Other Scheme - Index Funds
153131,Tata Mutual Fund,Tata BSE Select Business Groups Index Fund - Direct Plan - IDCW Payout Option,INF277KA1DC8,,Open Ended Schemes,Other Scheme - Index Funds
153132,Tata Mutual Fund,Tata BSE Select Business Groups Index Fund - Direct Plan - Growth Option,INF277KA1DA2,,Open Ended Schemes,Other Scheme - Index Funds
153133,Tata Mutual Fund,Tata BSE Select Business Groups Index Fund - Regular Plan - IDCW Payout Option,INF277KA1CZ1,,Open Ended Schemes,Other Scheme - Index Funds
153134,Tata Mutual Fund,Tata BSE Select Business Groups Index Fund - Regular Plan - Growth Option,INF277KA1CX6,,Open Ended Schemes,Other Scheme - Index Funds
153135,Tata Mutual Fund,Tata BSE Select Business Groups Index Fund - Direct Plan - IDCW Reinvestment Option,,INF277KA1DB0,Open Ended Schemes,Other Scheme - Index Funds
153136,Tata Mutual Fund,Tata BSE Select Business Groups Index Fund - Regular Plan - IDCW Reinvestment Option,,INF277KA1CY4,Open Ended Schemes,Other Scheme - Index Funds
153137,Motilal Oswal Mutual Fund,Motilal Oswal Nifty Capital Market Index Fund - Regular Plan - Growth,INF247L01EC3,,Open Ended Schemes,Other Scheme - Index Funds
153138,Motilal Oswal Mutual Fund,Motilal Oswal Nifty Capital Market Index Fund - Direct Plan - Growth,INF247L01EB5,,Open Ended Schemes,Other Scheme - Index Funds
153139,Bank of India Mutual Fund,Bank of India Consumption Fund - Direct Plan - Growth,INF761K01GI7,,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153140,Bank of India Mutual Fund,Bank of India Consumption Fund - Regular Plan - Growth,INF761K01GL1,,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153141,Bank of India Mutual Fund,Bank of India Consumption Fund - Regular Plan - IDCW,INF761K01GM9,INF761K01GN7,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153142,Bank of India Mutual Fund,Bank of India Consumption Fund - Direct Plan - IDCW,INF761K01GJ5,INF761K01GK3,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153143,Kotak Mahindra Mutual Fund,Kotak Nifty 100 Equal Weight Index Fund - Direct Plan - IDCW Option,INF174KA1TZ9,INF174KA1UA0,Open Ended Schemes,Other Scheme - Index Funds
153144,Kotak Mahindra Mutual Fund,Kotak Nifty 100 Equal Weight Index Fund - Regular Plan - IDCW Option,INF174KA1UC6,INF174KA1UD4,Open Ended Schemes,Other Scheme - Index Funds
153145,Kotak Mahindra Mutual Fund,Kotak Nifty 100 Equal Weight Index Fund - Regular Plan - Growth,INF174KA1UB8,,Open Ended Schemes,Other Scheme - Index Funds
153146,Kotak Mahindra Mutual Fund,Kotak Nifty 100 Equal Weight Index Fund - Direct Plan - Growth,INF174KA1TY2,,Open Ended Schemes,Other Scheme - Index Funds
153147,Kotak Mahindra Mutual Fund,Kotak Nifty 50 Equal Weight Index Fund - Direct Plan - IDCW,INF174KA1UF9,INF174KA1UG7,Open Ended Schemes,Other Scheme - Index Funds
153148,Kotak Mahindra Mutual Fund,Kotak Nifty 50 Equal Weight Index Fund - Regular Plan - Growth,INF174KA1UH5,,Open Ended Schemes,Other Scheme - Index Funds
153149,Kotak Mahindra Mutual Fund,Kotak Nifty 50 Equal Weight Index Fund - Regular Plan - IDCW,INF174KA1UI3,INF174KA1UJ1,Open Ended Schemes,Other Scheme - Index Funds
153150,Kotak Mahindra Mutual Fund,Kotak Nifty 50 Equal Weight Index Fund - Direct Plan - Growth,INF174KA1UE2,,Open Ended Schemes,Other Scheme - Index Funds
153151,SBI Mutual Fund,SBI Quant Fund - Direct Plan - IDCW,INF200KB1514,INF200KB1522,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153152,SBI Mutual Fund,SBI Quant Fund - Regular Plan - IDCW,INF200KB1480,INF200KB1498,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153153,SBI Mutual Fund,SBI Quant Fund - Regular Plan - Growth,INF200KB1472,,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153154,SBI Mutual Fund,SBI Quant Fund - Direct Plan - Growth,INF200KB1506,,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153155,Bajaj Finserv Mutual Fund,Bajaj Finserv Healthcare Fund - Regular Plan - Growth,INF0QA701987,,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153156,Bajaj Finserv Mutual Fund,Bajaj Finserv Healthcare Fund - Direct Plan - IDCW,INF0QA701AC7,INF0QA701AD5,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153157,Bajaj Finserv Mutual Fund,Bajaj Finserv Healthcare Fund - Direct Plan - Growth,INF0QA701AB9,,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153158,Bajaj Finserv Mutual Fund,Bajaj Finserv Healthcare Fund - Regular Plan - IDCW,INF0QA701995,INF0QA701AA1,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153159,ICICI Prudential Mutual Fund,ICICI Prudential Nifty 500 Index Fund - Direct Plan - IDCW,INF109KC18Y9,INF109KC17Y1,Open Ended Schemes,Other Scheme - Index Funds
153160,ICICI Prudential Mutual Fund,ICICI Prudential Nifty 500 Index Fund - Regular Plan - IDCW,INF109KC15Y5,INF109KC14Y8,Open Ended Schemes,Other Scheme - Index Funds
153161,ICICI Prudential Mutual Fund,ICICI Prudential Nifty 500 Index Fund - Direct Plan - Growth,INF109KC16Y3,,Open Ended Schemes,Other Scheme - Index Funds
153162,ICICI Prudential Mutual Fund,ICICI Prudential Nifty 500 Index Fund - Regular Plan - Growth,INF109KC13Y0,,Open Ended Schemes,Other Scheme - Index Funds
153163,Tata Mutual Fund,Tata Fixed Maturity Plan Series 61 Scheme D Direct Plan Growth,INF277KA1DE4,,IL&FS Mutual Fund,IDF
153164,Tata Mutual Fund,Tata Fixed Maturity Plan Series 61 Scheme D Direct Plan IDCW Payout,INF277KA1DF1,,IL&FS Mutual Fund,IDF
153165,Tata Mutual Fund,Tata Fixed Maturity Plan Series 61 Scheme D Regular Plan IDCW Payout,INF277KA1DD6,,IL&FS Mutual Fund,IDF
153166,Tata Mutual Fund,Tata Fixed Maturity Plan Series 61 Scheme D Regular Plan Growth,INF277KA1DG9,,IL&FS Mutual Fund,IDF
153169,Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Children's Fund - Regular Plan - IDCW Option,INF251K01UD1,,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund
153170,Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Children's Fund - Regular Plan - Growth Option,INF251K01UC3,,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund
153171,Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Children's Fund - Direct Plan - Growth Option,INF251K01UE9,,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund
153172,Axis Mutual Fund,Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Direct Plan - Growth option,INF846KA1028,,Open Ended Schemes,Index Funds - Debt Funds
153173,Axis Mutual Fund,Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Direct Plan - IDCW option,INF846K018Z4,INF846KA1010,Open Ended Schemes,Index Funds - Debt Funds
153174,Axis Mutual Fund,Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Regular Plan - Growth option,INF846K016Z8,,Open Ended Schemes,Index Funds - Debt Funds
153175,Axis Mutual Fund,Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Regular Plan - IDCW option,INF846K017Z6,INF846K019Z2,Open Ended Schemes,Index Funds - Debt Funds
153176,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 months Debt Index Fund - Direct Plan - IDCW Payout,INF209KC1464,,Open Ended Schemes,Other Scheme - Index Funds
153177,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 months Debt Index Fund - Regular Plan - GROWTH,INF209KC1472,,Open Ended Schemes,Other Scheme - Index Funds
153178,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 months Debt Index Fund - Regular Plan - IDCW Payout,INF209KC1480,,Open Ended Schemes,Other Scheme - Index Funds
153179,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 months Debt Index Fund - Direct Plan - GROWTH,INF209KC1456,,Open Ended Schemes,Other Scheme - Index Funds
153180,Edelweiss Mutual Fund,Edelweiss BSE Capital Markets & Insurance ETF,INF754K01TX4,,Open Ended Schemes,Other Scheme - Other  ETFs
153181,ICICI Prudential Mutual Fund,ICICI Prudential Rural Opportunities Fund - Regular Plan - Growth,INF109KC19Y7,,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153182,ICICI Prudential Mutual Fund,ICICI Prudential Rural Opportunities Fund - Direct Plan - IDCW,INF109KC14Z5,INF109KC13Z7,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153183,ICICI Prudential Mutual Fund,ICICI Prudential Rural Opportunities Fund - Regular Plan - IDCW,INF109KC11Z1,INF109KC10Z3,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153184,ICICI Prudential Mutual Fund,ICICI Prudential Rural Opportunities Fund - Direct Plan - Growth,INF109KC12Z9,,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153185,Motilal Oswal Mutual Fund,Motilal Oswal Arbitrage Fund - Direct Plan - Reinvestment/Payout,INF247L01EE9,INF247L01EF6,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund
153186,Motilal Oswal Mutual Fund,Motilal Oswal Arbitrage Fund - Regular Plan - Reinvestment/Payout,INF247L01EH2,INF247L01EI0,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund
153187,Motilal Oswal Mutual Fund,Motilal Oswal Arbitrage Fund - Direct Plan - Growth,INF247L01ED1,,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund
153188,Motilal Oswal Mutual Fund,Motilal Oswal Arbitrage Fund - Regular Plan - Growth,INF247L01EG4,,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund
153189,WhiteOak Capital Mutual Fund,WhiteOak Capital Quality Equity Fund - Direct Plan - Growth Option,INF03VN01977,,Open Ended Schemes,Equity Schemes - Thematic Fund
153190,WhiteOak Capital Mutual Fund,WhiteOak Capital Quality Equity Fund - Regular Plan - Growth Option,INF03VN01985,,Open Ended Schemes,Equity Schemes - Thematic Fund
153191,Mirae Asset Mutual Fund,Mirae Asset Nifty India New Age Consumption ETF,INF769K01NS5,,Open Ended Schemes,Exchange Traded Funds (ETFs) - Equity ETF
153192,Mirae Asset Mutual Fund,Mirae Asset Nifty India New Age Consumption ETF Fund of Fund - Direct Plan - Growth,INF769K01NP1,,Open Ended Schemes,Fund of Funds Scheme (Domestic) - Fund of Funds Scheme (Domestic)
153193,Mirae Asset Mutual Fund,Mirae Asset Nifty India New Age Consumption ETF Fund of Fund - Direct Plan - IDCW,INF769K01NR7,INF769K01NQ9,Open Ended Schemes,Fund of Funds Scheme (Domestic) - Fund of Funds Scheme (Domestic)
153194,Mirae Asset Mutual Fund,Mirae Asset Nifty India New Age Consumption ETF Fund of Fund - Regular Plan - Growth,INF769K01NM8,,Open Ended Schemes,Fund of Funds Scheme (Domestic) - Fund of Funds Scheme (Domestic)
153195,Mirae Asset Mutual Fund,Mirae Asset Nifty India New Age Consumption ETF Fund of Fund - Regular Plan - IDCW,INF769K01NO4,INF769K01NN6,Open Ended Schemes,Fund of Funds Scheme (Domestic) - Fund of Funds Scheme (Domestic)
153196,Mirae Asset Mutual Fund,Mirae Asset Small Cap Fund - Direct Plan - Growth,INF769K01NJ4,,Open Ended Schemes,Equity Schemes - Small Cap Fund
153197,Mirae Asset Mutual Fund,Mirae Asset Small Cap Fund - Direct Plan - IDCW,INF769K01NL0,INF769K01NK2,Open Ended Schemes,Equity Schemes - Small Cap Fund
153198,Mirae Asset Mutual Fund,Mirae Asset Small Cap Fund - Regular Plan - Growth,INF769K01NG0,,Open Ended Schemes,Equity Schemes - Small Cap Fund
153199,Mirae Asset Mutual Fund,Mirae Asset Small Cap Fund - Regular Plan - IDCW,INF769K01NI6,INF769K01NH8,Open Ended Schemes,Equity Schemes - Small Cap Fund
153200,Bajaj Finserv Mutual Fund,Bajaj Finserv ELSS - Tax Saver Fund - Regular Plan - IDCW,INF0QA701AJ2,,Open Ended Schemes,Equity Schemes - ELSS- Tax Saver Fund
153201,Bajaj Finserv Mutual Fund,Bajaj Finserv ELSS - Tax Saver Fund - Direct Plan - Growth,INF0QA701AK0,,Open Ended Schemes,Equity Schemes - ELSS- Tax Saver Fund
153202,Bajaj Finserv Mutual Fund,Bajaj Finserv ELSS - Tax Saver Fund - Regular Plan - Growth,INF0QA701AI4,,Open Ended Schemes,Equity Schemes - ELSS- Tax Saver Fund
153203,Bajaj Finserv Mutual Fund,Bajaj Finserv ELSS - Tax Saver Fund - Direct Plan - IDCW,INF0QA701AL8,,Open Ended Schemes,Equity Schemes - ELSS- Tax Saver Fund
153204,UTI Mutual Fund,UTI Quant Fund - Direct Plan - Growth,INF789F1AA98,,Open Ended Schemes,Equity Schemes - Thematic Fund
153205,UTI Mutual Fund,UTI Quant Fund - Regular Plan - Growth,INF789F1AA80,,Open Ended Schemes,Equity Schemes - Thematic Fund
153206,Bajaj Finserv Mutual Fund,Bajaj Finserv Gilt Fund - Direct Plan - Growth,INF0QA701AP9,,Open Ended Schemes,Debt Scheme - Gilt Fund
153207,Bajaj Finserv Mutual Fund,Bajaj Finserv Gilt Fund - Direct Plan - IDCW,INF0QA701AQ7,INF0QA701AR5,Open Ended Schemes,Debt Scheme - Gilt Fund
153209,Bajaj Finserv Mutual Fund,Bajaj Finserv Gilt Fund - Regular Plan - IDCW,INF0QA701AN4,INF0QA701AO2,Open Ended Schemes,Debt Scheme - Gilt Fund
153211,Bajaj Finserv Mutual Fund,Bajaj Finserv Gilt Fund - Regular Plan - Growth,INF0QA701AM6,,Open Ended Schemes,Debt Scheme - Gilt Fund
153212,Bandhan Mutual Fund,Bandhan Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - Growth,INF194KB1JB6,,Open Ended Schemes,Other Scheme - Index Funds
153213,Bandhan Mutual Fund,Bandhan Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - Growth,INF194KB1JC4,,Open Ended Schemes,Other Scheme - Index Funds
153214,Edelweiss Mutual Fund,Edelweiss Consumption Fund - Direct Plan - Growth,INF754K01TY2,,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153215,Edelweiss Mutual Fund,Edelweiss Consumption Fund - Regular Plan - IDCW Payout,INF754K01UD4,INF754K01UE2,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153216,DSP Mutual Fund,DSP BSE SENSEX Next 30 Index Fund - Regular Plan - Growth,INF740KA1UY5,,Open Ended Schemes,Other Scheme - Index Funds
153217,DSP Mutual Fund,DSP BSE SENSEX Next 30 Index Fund - Regular Plan - IDCW,INF740KA1UZ2,INF740KA1VA3,Open Ended Schemes,Other Scheme - Index Funds
153218,DSP Mutual Fund,DSP BSE SENSEX Next 30 Index Fund - Direct Plan - IDCW,INF740KA1VC9,INF740KA1VD7,Open Ended Schemes,Other Scheme - Index Funds
153219,DSP Mutual Fund,DSP BSE SENSEX Next 30 Index Fund - Direct Plan - Growth,INF740KA1VB1,,Open Ended Schemes,Other Scheme - Index Funds
153220,Kotak Mahindra Mutual Fund,Kotak Nifty SmallCap 250 Index Fund - Direct Plan - IDCW,INF174KA1UL7,INF174KA1UM5,Open Ended Schemes,Other Scheme - Index Funds
153221,Kotak Mahindra Mutual Fund,Kotak Nifty SmallCap 250 Index Fund - Regular Plan - Growth,INF174KA1UN3,,Open Ended Schemes,Other Scheme - Index Funds
153222,Kotak Mahindra Mutual Fund,Kotak Nifty SmallCap 250 Index Fund - Regular Plan - IDCW,INF174KA1UO1,INF174KA1UP8,Open Ended Schemes,Other Scheme - Index Funds
153223,Kotak Mahindra Mutual Fund,Kotak Nifty SmallCap 250 Index Fund - Direct Plan - Growth,INF174KA1UK9,,Open Ended Schemes,Other Scheme - Index Funds
153224,Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Energy Opportunities Fund - Regular Plan - IDCW Option,INF251K01UH2,INF251K01UI0,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153225,Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Energy Opportunities Fund - Direct Plan - Growth Option,INF251K01UJ8,,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153226,Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Energy Opportunities Fund - Regular Plan - Growth Option,INF251K01UG4,,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153227,Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Energy Opportunities Fund - Direct Plan - IDCW Option,INF251K01UK6,INF251K01UL4,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153228,DSP Mutual Fund,DSP BSE SENSEX Next 30 ETF,INF740KA1VE5,,Open Ended Schemes,Other Scheme - Other  ETFs
153229,Groww Mutual Fund,Groww Nifty India Railways PSU ETF,INF666M01JJ6,,Open Ended Schemes,Exchange Traded Funds (ETFs) - Other ETF
153230,Groww Mutual Fund,Groww Nifty India Railways PSU Index Fund - Direct Plan - Growth,INF666M01JK4,,Open Ended Schemes,Index Funds - Equity Funds
153231,Groww Mutual Fund,Groww Nifty India Railways PSU Index Fund - Direct Plan - Income Distribution cum capital withdrawal,INF666M01JL2,INF666M01JM0,Open Ended Schemes,Index Funds - Equity Funds
153232,Groww Mutual Fund,Groww Nifty India Railways PSU Index Fund - Regular Plan - Growth,INF666M01JN8,,Open Ended Schemes,Index Funds - Equity Funds
153233,Groww Mutual Fund,Groww Nifty India Railways PSU Index Fund - Regular Plan - Income Distribution cum capital withdrawal,INF666M01JO6,INF666M01JP3,Open Ended Schemes,Index Funds - Equity Funds
153234,ICICI Prudential Mutual Fund,ICICI Prudential CRISIL-IBX AAA Bond Financial Services Index -Dec 2026 Fund - Growth,INF109KC18Z6,,Open Ended Schemes,Other Scheme - Index Funds
153235,ICICI Prudential Mutual Fund,ICICI Prudential CRISIL-IBX AAA Bond Financial Services Index -Dec 2026 Fund - Annual IDCW,INF109KC19Z4,INF109K1A013,Open Ended Schemes,Other Scheme - Index Funds
153236,ICICI Prudential Mutual Fund,ICICI Prudential CRISIL-IBX AAA Bond Financial Services Index -Dec 2026 Fund- Direct Plan - Growth,INF109KC15Z2,,Open Ended Schemes,Other Scheme - Index Funds
153237,ICICI Prudential Mutual Fund,ICICI Prudential CRISIL-IBX AAA Bond Financial Services Index -Dec 2026 Fund- Direct Plan - Annual IDCW,INF109KC16Z0,INF109KC17Z8,Open Ended Schemes,Other Scheme - Index Funds
153238,Samco Mutual Fund,Samco Large Cap Fund - Regular Plan - Growth,INF0K1H01263,,Open Ended Schemes,Equity Scheme - Large Cap Fund
153239,Samco Mutual Fund,Samco Large Cap Fund - Direct Plan - Growth,INF0K1H01255,,Open Ended Schemes,Equity Scheme - Large Cap Fund
153240,Union Mutual Fund,Union Short Term Fund - Regular Plan - Growth Option,INF582M01KK1,,Open Ended Schemes,Income/Debt Oriented Schemes - Ultra Short Term Fund
153241,Union Mutual Fund,Union Short Term Fund - Regular Plan - IDCW Option,INF582M01KL9,INF582M01KM7,Open Ended Schemes,Income/Debt Oriented Schemes - Ultra Short Term Fund
153242,Union Mutual Fund,Union Short Term Fund - Direct Plan - Growth Option,INF582M01KO3,,Open Ended Schemes,Income/Debt Oriented Schemes - Ultra Short Term Fund
153243,Union Mutual Fund,Union Short Term Fund - Direct Plan - IDCW Option,INF582M01KP0,INF582M01KQ8,Open Ended Schemes,Income/Debt Oriented Schemes - Ultra Short Term Fund
153244,Axis Mutual Fund,Axis Nifty500 Momentum 50 Index Fund - Direct Plan - Growth Option,INF846KA1044,,Open Ended Schemes,Index Funds - Equity Funds
153245,Axis Mutual Fund,Axis Nifty500 Momentum 50 Index Fund - Regular Plan - Growth Option,INF846KA1036,,Open Ended Schemes,Index Funds - Equity Funds
153246,LIC Mutual Fund,LIC MF Multi Asset Allocation Fund - Direct Plan - Growth,INF767K01RZ5,,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation
153247,LIC Mutual Fund,LIC MF Multi Asset Allocation Fund - Direct Plan - IDCW,INF767K01RY8,INF767K01RX0,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation
153248,LIC Mutual Fund,LIC MF Multi Asset Allocation Fund - Regular Plan - Growth,INF767K01RW2,,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation
153249,LIC Mutual Fund,LIC MF Multi Asset Allocation Fund - Regular Plan - IDCW,INF767K01RV4,INF767K01RU6,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation
153250,SBI Mutual Fund,SBI Nifty Bank Index Fund - Direct Plan - Growth,INF200KB1563,,Open Ended Schemes,Other Scheme - Index Funds
153251,SBI Mutual Fund,SBI Nifty Bank Index Fund - Regular Plan - IDCW,INF200KB1548,INF200KB1555,Open Ended Schemes,Other Scheme - Index Funds
153252,SBI Mutual Fund,SBI Nifty Bank Index Fund - Direct Plan - IDCW,INF200KB1571,INF200KB1589,Open Ended Schemes,Other Scheme - Index Funds
153253,SBI Mutual Fund,SBI Nifty Bank Index Fund - Regular Plan - Growth,INF200KB1530,,Open Ended Schemes,Other Scheme - Index Funds
153254,Edelweiss Mutual Fund,Edelweiss Consumption Fund - Direct Plan - IDCW Payout,INF754K01TZ9,INF754K01UA0,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153255,Edelweiss Mutual Fund,Edelweiss Consumption Fund - Regular Plan - Growth,INF754K01UC6,,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153256,Motilal Oswal Mutual Fund,Motilal Oswal Innovation Opportunities Fund - Regular Plan - Growth,INF247L01EM2,,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153257,Motilal Oswal Mutual Fund,Motilal Oswal Innovation Opportunities Fund - Regular Plan - Payout/Reinvestment,INF247L01EN0,INF247L01EO8,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153258,Motilal Oswal Mutual Fund,Motilal Oswal Innovation Opportunities Fund - Direct Plan - Growth,INF247L01EJ8,,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153259,Motilal Oswal Mutual Fund,Motilal Oswal Innovation Opportunities Fund - Direct Plan - Payout/Reinvestment,INF247L01EK6,INF247L01EL4,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153260,ITI Mutual Fund,ITI Bharat Consumption Fund - Direct Plan - Growth Option,INF00XX01DG1,,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153261,ITI Mutual Fund,ITI Bharat Consumption Fund - Direct Plan - IDCW Option,INF00XX01DH9,INF00XX01DI7,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153262,ITI Mutual Fund,ITI Bharat Consumption Fund - Regular Plan - IDCW Option,INF00XX01DE6,INF00XX01DF3,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153263,ITI Mutual Fund,ITI Bharat Consumption Fund - Regular Plan - Growth Option,INF00XX01DD8,,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic
153264,HDFC Mutual Fund,HDFC Nifty100 Quality 30 Index Fund - Direct Plan - Growth Option,INF179KC1JF5,,Open Ended Schemes,Other Scheme - Index Funds
153265,HDFC Mutual Fund,HDFC Nifty100 Quality 30 Index Fund - Regular Plan - Growth Option,INF179KC1JE8,,Open Ended Schemes,Other Scheme - Index Funds
153266,HSBC Mutual Fund,HSBC Financial Services fund - Direct Plan - Growth,INF336L01RU8,,Open Ended Schemes,Equity Schemes - Thematic Fund
153267,HSBC Mutual Fund,HSBC Financial Services fund - Regular Plan - Growth,INF336L01RR4,,Open Ended Schemes,Equity Schemes - Thematic Fund
153268,HSBC Mutual Fund,HSBC Financial Services fund - Regular Plan - IDCW,INF336L01RT0,INF336L01RS2,Open Ended Schemes,Equity Schemes - Thematic Fund
153269,HSBC Mutual Fund,HSBC Financial Services fund - Direct Plan - IDCW,INF336L01RW4,INF336L01RV6,Open Ended Schemes,Equity Schemes - Thematic Fund
153270,UTI Mutual Fund,UTI Nifty India Manufacturing Index Fund - Direct Plan - Growth,INF789F1AB48,,Open Ended Schemes,Index Funds - Equity Funds
153271,UTI Mutual Fund,UTI Nifty India Manufacturing Index Fund - Regular Plan - Growth,INF789F1AB30,,Open Ended Schemes,Index Funds - Equity Funds
153272,UTI Mutual Fund,UTI Nifty Midsmallcap 400 Momentum Quality 100 Index Fund - Direct Plan - Growth,INF789F1AB22,,Open Ended Schemes,Index Funds - Equity Funds
153273,UTI Mutual Fund,UTI Nifty Midsmallcap 400 Momentum Quality 100 Index Fund - Regular Plan - Growth,INF789F1AB06,,Open Ended Schemes,Index Funds - Equity Funds
153274,Nippon India Mutual Fund,Nippon India Active Momentum Fund - Direct Plan - Growth Option,INF204KC1EK5,,Open Ended Schemes,Equity Schemes - Thematic Fund
153276,Nippon India Mutual Fund,Nippon India Active Momentum Fund - Regular Plan - Growth Option,INF204KC1EH1,,Open Ended Schemes,Equity Schemes - Thematic Fund
153277,Nippon India Mutual Fund,Nippon India Active Momentum Fund - Direct Plan - IDCW Option,INF204KC1EL3,INF204KC1EM1,Open Ended Schemes,Equity Schemes - Thematic Fund
153278,Nippon India Mutual Fund,Nippon India Active Momentum Fund - Regular Plan - IDCW Option,INF204KC1EI9,INF204KC1EJ7,Open Ended Schemes,Equity Schemes - Thematic Fund
153280,Shriram Mutual Fund,Shriram Liquid Fund - Direct Plan,,,Open Ended Schemes,Debt Scheme - Liquid Fund
153281,Shriram Mutual Fund,Shriram Liquid Fund - Direct Plan,,,Open Ended Schemes,Debt Scheme - Liquid Fund
153282,Shriram Mutual Fund,Shriram Liquid Fund - Direct Plan,,,Open Ended Schemes,Debt Scheme - Liquid Fund
153283,Shriram Mutual Fund,Shriram Liquid Fund - Direct Plan,,,Open Ended Schemes,Debt Scheme - Liquid Fund
153284,Kotak Mahindra Mutual Fund,Kotak BSE Sensex Index Fund - Regular Plan - Growth,INF174KA1US2,,Open Ended Schemes,Other Scheme - Index Funds
153285,Kotak Mahindra Mutual Fund,Kotak BSE Sensex Index Fund - Regular Plan - IDCW,INF174KA1UT0,INF174KA1UU8,Open Ended Schemes,Other Scheme - Index Funds
153286,Kotak Mahindra Mutual Fund,Kotak BSE Sensex Index Fund - Direct Plan - Growth,INF174KA1UV6,,Open Ended Schemes,Other Scheme - Index Funds
153287,Kotak Mahindra Mutual Fund,Kotak BSE Sensex Index Fund - Direct Plan - IDCW,INF174KA1UQ6,INF174KA1UR4,Open Ended Schemes,Other Scheme - Index Funds
153288,Invesco Mutual Fund,Invesco India Business Cycle Fund - Regular Plan - Growth,INF205KA1AF4,,Open Ended Schemes,Equity Schemes - Thematic Fund
