SchemeCode,AMC,SchemeName,ISIN,SchemeType,Category,SubCategory,PlanType,PlanOption,IDCW_Frequency
115773,DSP Mutual Fund,DSP BlackRock FMP - Series 9 - 3M - Dividend Option,,Close Ended,Income,Income,Other,IDCW,
115774,DSP Mutual Fund,DSP BlackRock FMP - Series 9 - 3M - Growth Option,,Close Ended,Income,Income,Other,Growth,
115775,JM Financial Mutual Fund,JM Fixed Maturity Fund - Series XX - Plan B (JM FMF - XX - B) - Regular plan - Dividend option,,Close Ended,Income,Income,Regular,IDCW,
115776,JM Financial Mutual Fund,JM Fixed Maturity Fund - Series XX - Plan B (JM FMF - XX - B) - Regular plan - Growth option,,Close Ended,Income,Income,Regular,Growth,
115777,Deutsche Mutual Fund,DWS Fixed Term Fund - Series 90 (DFTF - 90)- Growth,,Close Ended,Income,Income,Other,Growth,
115778,Deutsche Mutual Fund,DWS Fixed Term Fund - Series 90 (DFTF - 90)- Dividend (Payout and Sweep),,Close Ended,Income,Income,Other,IDCW,
115779,Taurus Mutual Fund,Taurus Fixed Maturity Plan Series I - Dividend Option,,Close Ended,Income,Income,Other,IDCW,
115780,Taurus Mutual Fund,Taurus Fixed Maturity Plan Series I - Growth Option,,Close Ended,Income,Income,Other,Growth,
115781,IDFC Mutual Fund,IDFC- FMP- QS 64 -Growth,,Close Ended,Income,Income,Other,Growth,
115782,IDFC Mutual Fund,IDFC- FMP- QS 64 -Dividend,,Close Ended,Income,Income,Other,IDCW,
115783,Tata Mutual Fund,TFMP 36 Scheme C- Growth,,Close Ended,Income,Income,Other,Growth,
115784,Tata Mutual Fund,TFMP 36 Scheme C- Periodic Dividend Option,,Close Ended,Income,Income,Other,IDCW,
115785,DSP Mutual Fund,DSP BlackRock FMP - Series 10 - 12M - Growth Option,,Close Ended,Income,Income,Other,Growth,
115786,DSP Mutual Fund,DSP BlackRock FMP - Series 10 - 12M - Dividend Option,,Close Ended,Income,Income,Other,IDCW,
115788,Navi Mutual Fund,Navi Large Cap Equity Fund - Normal IDCW Payout,,Open Ended,Equity,Large Cap Fund,Other,IDCW,
115790,Navi Mutual Fund,Navi Large Cap Equity Fund - Growth Option,,Open Ended,Equity,Large Cap Fund,Other,Growth,
115791,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 59 - 1 Year Plan D Cumulative,,Close Ended,Income,Income,Other,Other,
115792,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 59 - 1 Year Plan D Dividend,,Close Ended,Income,Income,Other,IDCW,
115793,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 59 - 1 Year Plan E Cumulative,,Close Ended,Income,Income,Other,Other,
115794,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 59 - 1 Year Plan E Dividend,,Close Ended,Income,Income,Other,IDCW,
115795,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XX - Series 5 - Dividend Payout Option,,Close Ended,Income,Income,Other,IDCW,
115796,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XX - Series 5 - Growth Option,,Close Ended,Income,Income,Other,Growth,
115797,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XX - Series 12 - Growth Option,,Close Ended,Income,Income,Other,Growth,
115798,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XX - Series 12 - Dividend Option,,Close Ended,Income,Income,Other,IDCW,
115799,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XX - Series 13 - Growth Option,,Close Ended,Income,Income,Other,Growth,
115800,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XX - Series 13 - Dividend Payout Option,,Close Ended,Income,Income,Other,IDCW,
115801,Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DL-Dividend,,Close Ended,Income,Income,Other,IDCW,
115802,Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DL-Growth,,Close Ended,Income,Income,Other,Growth,
115803,Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DM,,Close Ended,Income,Income,Other,Other,
115804,JM Financial Mutual Fund,JM Fixed Maturity Fund - Series XX - Plan C (JM FMF - XX - C) - Regular plan - Growth option,,Close Ended,Income,Income,Regular,Growth,
115805,JM Financial Mutual Fund,JM Fixed Maturity Fund - Series XX - Plan C (JM FMF - XX - C) - Regular plan - Dividend option,,Close Ended,Income,Income,Regular,IDCW,
115806,JM Financial Mutual Fund,JM Fixed Maturity Fund - Series XX - Plan D (JM FMF - XX - D) - Regular plan - Dividend option,,Close Ended,Income,Income,Regular,IDCW,
115807,JM Financial Mutual Fund,JM Fixed Maturity Fund - Series XX - Plan D (JM FMF - XX - D) - Regular plan - Growth option,,Close Ended,Income,Income,Regular,Growth,
115808,DSP Mutual Fund,DSP BlackRock FMP - Series 11 - 3M - Growth Option,,Close Ended,Income,Income,Other,Growth,
115809,DSP Mutual Fund,DSP BlackRock FMP - Series 11 - 3M - Dividend Option,,Close Ended,Income,Income,Other,IDCW,
115810,DSP Mutual Fund,DSP BlackRock FMP - Series 12 - 12M - Growth Option,,Close Ended,Income,Income,Other,Growth,
115811,DSP Mutual Fund,DSP BlackRock FMP - Series 12 - 12M - Dividend Option,,Close Ended,Income,Income,Other,IDCW,
115812,Morgan Stanley Mutual Fund,MS Liquid Fund - Regular- Growth,,Open Ended,Income,Income,Regular,Growth,
115813,Morgan Stanley Mutual Fund,MS Liquid Fund- Regular Daily Dividend Plan,,Open Ended,Income,Income,Regular,IDCW,Daily
115814,Morgan Stanley Mutual Fund,MS Liquid Fund - Regular- Weekly Dividend Plan,,Open Ended,Income,Income,Regular,IDCW,Weekly
115815,Morgan Stanley Mutual Fund,MS Liquid Fund- Regular Monthly Dividend Plan,,Open Ended,Income,Income,Regular,IDCW,Monthly
115816,Edelweiss Mutual Fund,Edelweiss Fixed Maturity Plan - 91 Days - Series 3 - Dividend Option,,Close Ended,Income,Income,Other,IDCW,
