SchemeCode,AMC,SchemeName,ISIN,SchemeType,Category,SubCategory,PlanType,PlanOption,IDCW_Frequency
145123,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 84 - 1286 Days Plan F,INF109KC1LN0,Close Ended,Income,Income,Other,Other,
145124,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 84 - 1286 Days Plan F,INF109KC1LQ3,Close Ended,Income,Income,Other,Other,
145125,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 84 - 92 Days Plan H - Cumulative Option,,Close Ended,Income,Income,Other,Other,
145126,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 84 - 92 Days Plan H - Direct Plan Cumulative Option,,Close Ended,Income,Income,Direct,Other,
145127,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 84 - 92 Days Plan H - Dividend Option,,Close Ended,Income,Income,Other,IDCW,
145128,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 84 - 92 Days Plan H - Direct Plan Dividend Option,,Close Ended,Income,Income,Direct,IDCW,
145129,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 84 - 168 Days Plan G,INF109KC1LU5,Close Ended,Income,Income,Other,Other,
145130,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 84 - 168 Days Plan G - Direct Plan Dividend Option,INF109KC1LV3,Close Ended,Income,Income,Direct,IDCW,
145131,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 84 - 168 Days Plan G,INF109KC1LT7,Close Ended,Income,Income,Other,Other,
145132,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 84 - 168 Days Plan G,INF109KC1LS9,Close Ended,Income,Income,Other,Other,
145137,Invesco Mutual Fund,Invesco India Small Cap Fund,INF205K013T3,Open Ended,Equitys,Small Cap Fund,Other,Other,
145138,Invesco Mutual Fund,Invesco India Small Cap Fund,INF205K012T5,Open Ended,Equitys,Small Cap Fund,Other,Other,
145139,Invesco Mutual Fund,Invesco India Small Cap Fund,INF205K011T7,Open Ended,Equitys,Small Cap Fund,Other,Other,
145140,Invesco Mutual Fund,Invesco India Small Cap Fund,INF205K010T9,Open Ended,Equitys,Small Cap Fund,Other,Other,
145141,Nippon India Mutual Fund,Nippon India Fixed Horizon Fund XXXIX- Series 9,INF204KB1K87,Close Ended,Income,Income,Other,Other,
145142,Nippon India Mutual Fund,Nippon India Fixed Horizon Fund XXXIX- Series 9,INF204KB1K95,Close Ended,Income,Income,Other,Other,
145143,Nippon India Mutual Fund,Nippon India Fixed Horizon Fund XXXIX- Series 9,INF204KB1K61,Close Ended,Income,Income,Other,Other,
145144,Nippon India Mutual Fund,Nippon India Fixed Horizon Fund XXXIX- Series 9,INF204KB1K79,Close Ended,Income,Income,Other,Other,
145145,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-VI (1107 Days),INF789F1ABF4,Close Ended,Income,Income,Other,Other,
145146,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-VI (1107 Days),INF789F1ABH0,Close Ended,Income,Income,Other,Other,
145148,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-VI (1107 Days),INF789F1ABC1,Close Ended,Income,Income,Other,Other,
145149,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-VI (1107 Days),INF789F1ABB3,Close Ended,Income,Income,Other,Other,
145150,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-VI (1107 Days),INF789F1ABD9,Close Ended,Income,Income,Other,Other,
145152,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-VI (1107 Days),INF789F1ABG2,Close Ended,Income,Income,Other,Other,
145153,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-VI (1107 Days),INF789F1ABA5,Close Ended,Income,Income,Other,Other,
145154,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-VI (1107 Days),INF789F1ABI8,Close Ended,Income,Income,Other,Other,
145155,Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXIX- Series 10,INF204KB1L11,Close Ended,Income,Income,Other,Other,
145156,Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXIX- Series 10,INF204KB1L29,Close Ended,Income,Income,Other,Other,
145157,Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXIX- Series 10,INF204KB1L03,Close Ended,Income,Income,Other,Other,
145158,Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXIX- Series 10,INF204KB1L37,Close Ended,Income,Income,Other,Other,
145167,Franklin Templeton Mutual Fund,Franklin India Fixed Maturity Plans- Series 4 Plan F (1286 days) -Growth,,Close Ended,Income,Income,Other,Growth,
145168,Franklin Templeton Mutual Fund,Franklin India Fixed Maturity Plans-Series 4 - Plan F 1286 days - IDCW,,Close Ended,Income,Income,Other,IDCW,
145169,Franklin Templeton Mutual Fund,Franklin India Fixed Maturity Plans-Series 4 - Plan F 1286 days - Direct - IDCW,,Close Ended,Income,Income,Direct,IDCW,
145170,Franklin Templeton Mutual Fund,Franklin India Fixed Maturity Plans-Series 4 - Plan F 1286 days -QTR - IDCW,,Close Ended,Income,Income,Other,IDCW,
145171,Franklin Templeton Mutual Fund,Franklin India Fixed Maturity Plans - Series 4 Plan F (1286 days)- Growth -Direct,,Close Ended,Income,Income,Direct,Growth,
145172,Franklin Templeton Mutual Fund,Franklin India Fixed Maturity Plans-Series 4 - Plan F 1286 days - QTR Direct - IDCW,,Close Ended,Income,Income,Direct,IDCW,
145177,Nippon India Mutual Fund,Nippon India Fixed Horizon Fund XXXIX- Series 11,INF204KB1L60,Close Ended,Income,Income,Other,Other,
145178,Nippon India Mutual Fund,Nippon India Fixed Horizon Fund XXXIX- Series 11,INF204KB1L78,Close Ended,Income,Income,Other,Other,
145179,Nippon India Mutual Fund,Nippon India Fixed Horizon Fund XXXIX- Series 11,INF204KB1L45,Close Ended,Income,Income,Other,Other,
145180,Nippon India Mutual Fund,Nippon India Fixed Horizon Fund XXXIX- Series 11,INF204KB1L52,Close Ended,Income,Income,Other,Other,
145181,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 84 - 1287 Days Plan I - Direct Plan Quarterly Dividend Option,INF109KC1MM0,Close Ended,Income,Income,Direct,IDCW,Quarterly
145182,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 84 - 1287 Days Plan I - Direct Plan Half Yearly Dividend Option,INF109KC1MN8,Close Ended,Income,Income,Direct,IDCW,Annual
145183,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 84 - 1287 Days Plan I,INF109KC1MK4,Close Ended,Income,Income,Other,Other,
145184,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 84 - 1287 Days Plan I,INF109KC1MI8,Close Ended,Income,Income,Other,Other,
145185,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 84 - 1287 Days Plan I,INF109KC1ML2,Close Ended,Income,Income,Other,Other,
145186,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 84 - 1287 Days Plan I,INF109KC1MJ6,Close Ended,Income,Income,Other,Other,
145187,Kotak Mahindra Mutual Fund,Kotak FMP Series 247,INF174KA1723,Close Ended,Income,Income,Other,Other,
145188,Kotak Mahindra Mutual Fund,Kotak FMP Series 247,INF174KA1707,Close Ended,Income,Income,Other,Other,
145189,Kotak Mahindra Mutual Fund,Kotak FMP Series 247,INF174KA1715,Close Ended,Income,Income,Other,Other,
145190,Kotak Mahindra Asset Management Company Limited.,Kotak FMP Series 247 -Direct plan -Dividend Option,INF174KA1731,Close Ended,Income,Income,Direct,IDCW,
145191,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 84 - 155 Days Plan J - Cumulative Option,,Close Ended,Income,Income,Other,Other,
145192,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 84 - 155 Days Plan J - Direct Plan Dividend Option,,Close Ended,Income,Income,Direct,IDCW,
145193,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 84 - 155 Days Plan J - Dividend Option,,Close Ended,Income,Income,Other,IDCW,
145194,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 84 - 155 Days Plan J - Direct Plan Cumulative Option,,Close Ended,Income,Income,Direct,Other,
145195,Canara Robeco Mutual Fund,CANARA ROBECO FMP SERIES 8 - REGULAR PLAN - GROWTH OPTION,,Close Ended,Income,Income,Regular,Growth,
145196,Canara Robeco Mutual Fund,CANARA ROBECO FMP SERIES 8 - REGULAR PLAN - IDCW (Payout/Reinvestment),,Close Ended,Income,Income,Regular,IDCW,Reinvestment
145197,Canara Robeco Mutual Fund,CANARA ROBECO FMP SERIES 8 - DIRECT PLAN - GROWTH OPTION,,Close Ended,Income,Income,Direct,Growth,
145205,Tata Mutual Fund,Tata Small Cap Fund,INF277K017O8,Open Ended,Equity,Small Cap Fund,Other,Other,
145206,Tata Mutual Fund,Tata Small Cap Fund,INF277K011O1,Open Ended,Equity,Small Cap Fund,Other,Other,
145207,Tata Mutual Fund,Tata Small Cap Fund,INF277K013O7,Open Ended,Equity,Small Cap Fund,Other,Other,
145208,Tata Mutual Fund,Tata Small Cap Fund,INF277K015O2,Open Ended,Equity,Small Cap Fund,Other,Other,
145209,Tata Mutual Fund,Tata Small Cap Fund,,Open Ended,Equity,Small Cap Fund,Other,Other,
145210,Tata Mutual Fund,Tata Small Cap Fund,,Open Ended,Equity,Small Cap Fund,Other,Other,
145225,HSBC Mutual Fund,HSBC Equity Hybrid Fund IDCW,,Open Ended,Hybrid,Aggressive Hybrid Fund,Other,IDCW,
145226,HSBC Mutual Fund,HSBC Equity Hybrid Fund Direct Plan IDCW,,Open Ended,Hybrid,Aggressive Hybrid Fund,Direct,IDCW,
145227,HSBC Mutual Fund,HSBC Equity Hybrid Fund - Growth,,Open Ended,Hybrid,Aggressive Hybrid Fund,Other,Growth,
145228,HSBC Mutual Fund,HSBC Equity Hybrid Fund - Growth Direct,,Open Ended,Hybrid,Aggressive Hybrid Fund,Direct,Growth,
145233,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series RH (1281 days) - Regular Plan-Growth,,Close Ended,Income,Income,Regular,Growth,
145234,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series RH (1281 days) - Regular -Normal IDCW,,Close Ended,Income,Income,Regular,IDCW,
145235,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series RH (1281 days) - Regular -Quarterly IDCW,,Close Ended,Income,Income,Regular,IDCW,Quarterly
145236,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series RH (1281 days) - Direct Plan - Growth,,Close Ended,Income,Income,Direct,Growth,
145237,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series RH (1281 days) - Direct - Normal IDCW,,Close Ended,Income,Income,Direct,IDCW,
145238,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series RH (1281 days) - Direct - Quarterly IDCW,,Close Ended,Income,Income,Direct,IDCW,Quarterly
145239,Kotak Mahindra Mutual Fund,Kotak FMP Series 248,INF174KA1772,Close Ended,Income,Income,Other,Other,
145240,Kotak Mahindra Mutual Fund,Kotak FMP Series 248,INF174KA1764,Close Ended,Income,Income,Other,Other,
145241,Kotak Mahindra Mutual Fund,Kotak FMP Series 248,INF174KA1756,Close Ended,Income,Income,Other,Other,
145242,Kotak Mahindra Mutual Fund,Kotak FMP Series 248,INF174KA1749,Close Ended,Income,Income,Other,Other,
145248,IDFC Mutual Fund,IDFC FIXED TERM PLAN SERIES - 162 (153 DAYS) - DIRECT PLAN- QUARTERLY DIVIDEND,,Close Ended,Income,Income,Direct,IDCW,Quarterly
145249,IDFC Mutual Fund,IDFC FIXED TERM PLAN SERIES - 162 (153 DAYS) - REGULAR PLAN - QUARTERLY DIVIDEND,,Close Ended,Income,Income,Regular,IDCW,Quarterly
145251,IDFC Mutual Fund,IDFC FIXED TERM PLAN SERIES - 162 (153 DAYS) - DIRECT PLAN - GROWTH,,Close Ended,Income,Income,Direct,Growth,
145252,IDFC Mutual Fund,IDFC FIXED TERM PLAN SERIES - 162 (153 DAYS) - REGULAR PLAN - GROWTH,,Close Ended,Income,Income,Regular,Growth,
145261,Nippon Life India Asset Management Limited,Reliance Fixed Horizon Fund XXXIX- Series 12- Growth Plan,INF204KB1L86,Close Ended,Income,Income,Other,Growth,
145262,Nippon Life India Asset Management Limited,Reliance Fixed Horizon Fund XXXIX- Series 12- Dividend Option,INF204KB1L94,Close Ended,Income,Income,Other,IDCW,
145263,Nippon Life India Asset Management Limited,Reliance Fixed Horizon Fund XXXIX- Series 12- Direct Plan- Growth Option,INF204KB1M02,Close Ended,Income,Income,Direct,Growth,
145264,Nippon Life India Asset Management Limited,Reliance Fixed Horizon Fund XXXIX- Series 12- Direct Plan - Dividend Option,INF204KB1M10,Close Ended,Income,Income,Direct,IDCW,
145271,HDFC Asset Management Company Limited,HDFC FMP 1280D October 2018(1)-Direct Plan-Dividend Option,,Close Ended,Income,Income,Direct,IDCW,
145272,HDFC Mutual Fund,HDFC FMP 1280D October 2018 (1),INF179KB13S7,Close Ended,Income,Income,Other,Other,
145273,HDFC Asset Management Company Limited,HDFC FMP 1280D October 2018(1)-Direct Plan-Quarterly Div Option,,Close Ended,Income,Income,Direct,Other,
145274,HDFC Mutual Fund,HDFC FMP 1280D October 2018 (1),INF179KB16S0,Close Ended,Income,Income,Other,Other,
145275,HDFC Mutual Fund,HDFC FMP 1280D October 2018 (1),INF179KB18S6,Close Ended,Income,Income,Other,Other,
145276,HDFC Asset Management Company Limited,HDFC FMP 1280D October 2018(1)-Dividend Option,,Close Ended,Income,Income,Other,IDCW,
145277,Kotak Mahindra Asset Management Company Limited.,Kotak Fmp Series 249-Regular Plan -rowth Option,INF174KA1780,Close Ended,Income,Income,Regular,Other,
145278,Kotak Mahindra Asset Management Company Limited.,Kotak Fmp Series 249-Regular Plan-Dividend Payout,INF174KA1798,Close Ended,Income,Income,Regular,IDCW,
145279,Kotak Mahindra Asset Management Company Limited.,Kotak Fmp Series 249-Direct Plan-Gwoth Option,INF174KA1806,Close Ended,Income,Income,Direct,Other,
145280,Kotak Mahindra Asset Management Company Limited.,Kotak FMP Series 249-Direct Plan-Dividend Pyout option,INF174KA1814,Close Ended,Income,Income,Direct,IDCW,
145281,HDFC Mutual Fund,HDFC FMP 1344D October 2018 (1),INF179KB10T1,Close Ended,Income,Income,Other,Other,
145282,HDFC Mutual Fund,HDFC FMP 1344D October 2018 (1),INF179KB11T9,Close Ended,Income,Income,Other,Other,
145283,HDFC Mutual Fund,HDFC FMP 1344D October 2018 (1),INF179KB13T5,Close Ended,Income,Income,Other,Other,
145284,HDFC Mutual Fund,HDFC FMP 1344D October 2018 (1),INF179KB14T3,Close Ended,Income,Income,Other,Other,
145285,HDFC Mutual Fund,HDFC FMP 1344D October 2018 (1),INF179KB19S4,Close Ended,Income,Income,Other,Other,
145286,HDFC Mutual Fund,HDFC FMP 1344D October 2018 (1),INF179KB12T7,Close Ended,Income,Income,Other,Other,
145287,UTI Mutual Fund,UTI Floating Interest Rates Fund,INF789F1ACO4,Open Ended,Income/Debt Orienteds,Floating Interest Rates Fund,Other,Other,
145288,UTI Mutual Fund,UTI Floating Interest Rates Fund,INF789F1ACT3,Open Ended,Income/Debt Orienteds,Floating Interest Rates Fund,Other,Other,
145289,UTI Mutual Fund,UTI Floating Interest Rates Fund,INF789F1ACR7,Open Ended,Income/Debt Orienteds,Floating Interest Rates Fund,Other,Other,
145290,UTI Mutual Fund,UTI Floating Interest Rates Fund,INF789F1ACY3,Open Ended,Income/Debt Orienteds,Floating Interest Rates Fund,Other,Other,
145291,UTI Mutual Fund,UTI Floating Interest Rates Fund,INF789F1ADE3,Open Ended,Income/Debt Orienteds,Floating Interest Rates Fund,Other,Other,
145292,UTI Mutual Fund,UTI Floating Interest Rates Fund,INF789F1ACV9,Open Ended,Income/Debt Orienteds,Floating Interest Rates Fund,Other,Other,
145293,UTI Mutual Fund,UTI Floating Interest Rates Fund,INF789F1ADA1,Open Ended,Income/Debt Orienteds,Floating Interest Rates Fund,Other,Other,
145294,UTI Mutual Fund,UTI Floating Interest Rates Fund,INF789F1ACP1,Open Ended,Income/Debt Orienteds,Floating Interest Rates Fund,Other,Other,
145295,UTI Mutual Fund,UTI Floating Interest Rates Fund,INF789F1ACX5,Open Ended,Income/Debt Orienteds,Floating Interest Rates Fund,Other,Other,
145296,UTI Mutual Fund,UTI Floating Interest Rates Fund,INF789F1ADC7,Open Ended,Income/Debt Orienteds,Floating Interest Rates Fund,Other,Other,
145297,HDFC Mutual Fund,HDFC FMP 1274D OCTOBER 2018 (1),INF179KB16T8,Close Ended,Income,Income,Other,Other,
145298,HDFC Mutual Fund,HDFC FMP 1274D OCTOBER 2018 (1),INF179KB15T0,Close Ended,Income,Income,Other,Other,
145299,HDFC Mutual Fund,HDFC FMP 1274D OCTOBER 2018 (1),INF179KB17T6,Close Ended,Income,Income,Other,Other,
145300,HDFC Mutual Fund,HDFC FMP 1274D OCTOBER 2018 (1),INF179KB19T2,Close Ended,Income,Income,Other,Other,
145301,HDFC Mutual Fund,HDFC FMP 1274D OCTOBER 2018 (1),INF179KB18T4,Close Ended,Income,Income,Other,Other,
145302,HDFC Mutual Fund,HDFC FMP 1274D OCTOBER 2018 (1),INF179KB10U9,Close Ended,Income,Income,Other,Other,
145307,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 84 - 1275 Days Plan K,INF109KC1MR9,Close Ended,Income,Income,Other,Other,
145308,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 84 - 1275 Days Plan K,INF109KC1MP3,Close Ended,Income,Income,Other,Other,
145309,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 84 - 1275 Days Plan K,INF109KC1MQ1,Close Ended,Income,Income,Other,Other,
145310,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 84 - 1275 Days Plan K,INF109KC1MT5,Close Ended,Income,Income,Other,Other,
145311,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 84 - 1275 Days Plan K - Direct Plan Quarterly Dividend Option,INF109KC1MS7,Close Ended,Income,Income,Direct,IDCW,Quarterly
145312,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 84 - 1275 Days Plan K,INF109KC1MO6,Close Ended,Income,Income,Other,Other,
145313,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 84 - 155 Days Plan L - Direct Plan Cumulative Option,,Close Ended,Income,Income,Direct,Other,
145314,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 84 - 155 Days Plan L - Dividend Option,,Close Ended,Income,Income,Other,IDCW,
145315,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 84 - 155 Days Plan L - Cumulative Option,,Close Ended,Income,Income,Other,Other,
145316,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 84 - 155 Days Plan L - Direct Plan Dividend Option,,Close Ended,Income,Income,Direct,IDCW,
145317,Franklin Templeton Mutual Fund,Franklin India Fixed Maturity Plans -Series 5 Plan A (1273 days)- Growth,,Close Ended,Income,Income,Other,Growth,
145318,Franklin Templeton Mutual Fund,Franklin India Fixed Maturity Plans - Series 5 Plan A (1273 days)- Growth -Direct,,Close Ended,Income,Income,Direct,Growth,
145319,Franklin Templeton Mutual Fund,Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days - Direct - IDCW,,Close Ended,Income,Income,Direct,IDCW,
145320,Franklin Templeton Mutual Fund,Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days - QTR Direct - IDCW,,Close Ended,Income,Income,Direct,IDCW,
145321,Franklin Templeton Mutual Fund,Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days - IDCW,,Close Ended,Income,Income,Other,IDCW,
145322,Franklin Templeton Mutual Fund,Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days -QTR - IDCW,,Close Ended,Income,Income,Other,IDCW,
145325,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-VIII (1286 Days),INF789F1ACE5,Close Ended,Income,Income,Other,Other,
145329,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-VIII (1286 Days),INF789F1ACJ4,Close Ended,Income,Income,Other,Other,
145334,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-IX (1266 Days),INF789F1ABU3,Close Ended,Income,Income,Other,Other,
145335,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-IX (1266 Days),INF789F1ABX7,Close Ended,Income,Income,Other,Other,
145336,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-IX (1266 Days),INF789F1ABY5,Close Ended,Income,Income,Other,Other,
145337,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-IX (1266 Days),INF789F1ABW9,Close Ended,Income,Income,Other,Other,
145338,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-IX (1266 Days),INF789F1ABV1,Close Ended,Income,Income,Other,Other,
145339,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-IX (1266 Days),INF789F1ABZ2,Close Ended,Income,Income,Other,Other,
145340,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-IX (1266 Days),INF789F1ACA3,Close Ended,Income,Income,Other,Other,
145341,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-IX (1266 Days),INF789F1ACC9,Close Ended,Income,Income,Other,Other,
145343,Nippon Life India Asset Management Limited,Reliance Fixed Horizon Fund XXXIX- Series 13- Growth Option,INF204KB1M69,Close Ended,Income,Income,Other,Growth,
145344,Nippon Life India Asset Management Limited,Reliance Fixed Horizon Fund XXXIX- Series 13- Dividend Option,INF204KB1M77,Close Ended,Income,Income,Other,IDCW,
145345,Nippon Life India Asset Management Limited,Reliance Fixed Horizon Fund XXXIX- Series 13- Direct Plan- Growth Option,INF204KB1M85,Close Ended,Income,Income,Direct,Growth,
145346,Nippon Life India Asset Management Limited,Reliance Fixed Horizon Fund XXXIX- Series 13- Direct Plan- Dividend Option,INF204KB1M93,Close Ended,Income,Income,Direct,IDCW,
145347,Nippon India Mutual Fund,Nippon India Interval Fund V- Series 1,INF204KB1M28,Interval Fund,Income,Income,Other,Other,
145348,Nippon India Mutual Fund,Nippon India Interval Fund V- Series 1,INF204KB1M51,Interval Fund,Income,Income,Other,Other,
145349,Nippon India Mutual Fund,Nippon India Interval Fund V- Series 1,INF204KB1M36,Interval Fund,Income,Income,Other,Other,
145350,Nippon India Mutual Fund,Nippon India Interval Fund V- Series 1,INF204KB1M44,Interval Fund,Income,Income,Other,Other,
145351,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series RI (1100 days) - Regular Plan-Growth,,Close Ended,Income,Income,Regular,Growth,
145352,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series RI (1100 days) - Regular - Payout of IDCW,,Close Ended,Income,Income,Regular,IDCW,
145353,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series RI (1100 days) - Direct Plan-Growth,,Close Ended,Income,Income,Direct,Growth,
145354,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series RI (1100 days) - Direct - Payout of IDCW,,Close Ended,Income,Income,Direct,IDCW,
145355,Mahindra Manulife Mutual Fund,Mahindra Manulife Consumption Fund,INF174V01630,Open Ended,Equitys,Thematic Fund,Other,Other,
145356,Mahindra Manulife Mutual Fund,Mahindra Manulife Consumption Fund,INF174V01663,Open Ended,Equitys,Thematic Fund,Other,Other,
145357,Mahindra Manulife Mutual Fund,Mahindra Manulife Consumption Fund,INF174V01689,Open Ended,Equitys,Thematic Fund,Other,Other,
145358,Mahindra Manulife Mutual Fund,Mahindra Manulife Consumption Fund,INF174V01655,Open Ended,Equitys,Thematic Fund,Other,Other,
145363,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan- Series RJ (117 days)- Direct Plan- Dividend Payout,,Close Ended,Income,Income,Direct,IDCW,
145364,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series RJ (117 days)- Regular Plan- Growth,,Close Ended,Income,Income,Regular,Growth,
145365,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan- Series RJ (117 days)- Direct Plan - Growth,,Close Ended,Income,Income,Direct,Growth,
145366,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan- Series RJ (117 days)- Regular Plan - Dividend Payout,,Close Ended,Income,Income,Regular,IDCW,
145375,L&T Mutual Fund,L&T Focused Equity Fund - Direct Plan - IDCW,,Open Ended,Equity,Focused Fund,Direct,IDCW,
145376,L&T Mutual Fund,L&T Focused Equity Fund - Direct Plan - Growth Option,,Open Ended,Equity,Focused Fund,Direct,Growth,
145377,L&T Mutual Fund,L&T Focused Equity Fund - Regular Plan - IDCW,,Open Ended,Equity,Focused Fund,Regular,IDCW,
145378,L&T Mutual Fund,L&T Focused Equity Fund - Regular Plan - Growth Option,,Open Ended,Equity,Focused Fund,Regular,Growth,
145379,Kotak Mahindra Mutual Fund,Kotak FMP Series 250,INF174KA1822,Close Ended,Income,Income,Other,Other,
145380,Kotak Mahindra Mutual Fund,Kotak FMP Series 250,INF174KA1830,Close Ended,Income,Income,Other,Other,
145381,Kotak Mahindra Mutual Fund,Kotak FMP Series 250,INF174KA1848,Close Ended,Income,Income,Other,Other,
145382,Kotak Mahindra Asset Management Company Limited.,Kotak FMP Series 250-Direct Plan-Dividend option,INF174KA1855,Close Ended,Income,Income,Direct,IDCW,
145387,Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Balanced Advantage Fund,INF955L01HC4,Open Ended,Hybrids,Balanced Advantage Fund/ Dynamic Asset Allocation,Other,Other,
145388,HDFC Mutual Fund,HDFC FMP 1261D October 2018 (1),INF179KB18U2,Close Ended,Income,Income,Other,Other,
145389,Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Balanced Advantage Fund,INF955L01HD2,Open Ended,Hybrids,Balanced Advantage Fund/ Dynamic Asset Allocation,Other,Other,
145391,HDFC Mutual Fund,HDFC FMP 1261D October 2018 (1),INF179KB19U0,Close Ended,Income,Income,Other,Other,
145392,HDFC Asset Management Company Limited,HDFC FMP 1261D October 2018(1)-Quarterly Dividend Option,,Close Ended,Income,Income,Other,IDCW,Quarterly
145393,HDFC Asset Management Company Limited,HDFC FMP 1261D October 2018(1)-Dividend Option,,Close Ended,Income,Income,Other,IDCW,
145394,HDFC Mutual Fund,HDFC FMP 1261D October 2018 (1),INF179KB17U4,Close Ended,Income,Income,Other,Other,
145395,HDFC Mutual Fund,HDFC FMP 1261D October 2018 (1),INF179KB10V7,Close Ended,Income,Income,Other,Other,
145396,Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Balanced Advantage Fund,INF955L01HF7,Open Ended,Hybrids,Balanced Advantage Fund/ Dynamic Asset Allocation,Other,Other,
