SchemeCode,AMC,SchemeName,ISIN,ISINdivReinvestment,SchemeType,Category,SchemeNameCleaned,SchemeMinimumAmount,LaunchDate,ClosureDate
111436,Taurus Asset Management Company Limited,Taurus Liquid Plus Fund - Retail Dividend,,,Open Ended,Debt Scheme - Short Duration Fund,Taurus Ultra Short Term Bond  Fund,Rs 5000 & in multiples of Re 1 thereafter,24-Nov-2008,27-Nov-2008
111440,Taurus Asset Management Company Limited,Taurus Liquid Plus Fund - Institutional Dividend,,,Open Ended,Debt Scheme - Short Duration Fund,Taurus Ultra Short Term Bond  Fund,Rs 5000 & in multiples of Re 1 thereafter,24-Nov-2008,27-Nov-2008
111444,Taurus Asset Management Company Limited,Taurus Liquid Plus Fund - SI Dividend,,,Open Ended,Debt Scheme - Short Duration Fund,Taurus Ultra Short Term Bond  Fund,Rs 5000 & in multiples of Re 1 thereafter,24-Nov-2008,27-Nov-2008
111522,Bandhan AMC Limited,IDFC Dynamic Bond Fund -PLAN B DIVIDEND QUARTELY,,,Open Ended,Income/Debt Oriented Schemes - Dynamic Term Fund,BANDHAN Dynamic Term Fund,Rs.5000/-,25-Jun-2002,
111523,Bandhan AMC Limited,BANDHAN Dynamic Term Fund - Regular Plan B - IDCW,INF194K01QO8,INF194K01QN0,Open Ended,Income/Debt Oriented Schemes - Dynamic Term Fund,BANDHAN Dynamic Term Fund,Rs.5000/-,25-Jun-2002,
111524,Bandhan AMC Limited,BANDHAN Dynamic Term Fund - Regular Plan B - Growth,INF194K01QG4,,Open Ended,Income/Debt Oriented Schemes - Dynamic Term Fund,BANDHAN Dynamic Term Fund,Rs.5000/-,25-Jun-2002,
118415,Bandhan AMC Limited,BANDHAN Dynamic Term Fund-Direct Plan-Annual IDCW,INF194K01O13,INF194K01O05,Open Ended,Income/Debt Oriented Schemes - Dynamic Term Fund,BANDHAN Dynamic Term Fund,Rs.5000/-,25-Jun-2002,
118416,Bandhan AMC Limited,BANDHAN Dynamic Term Fund-Direct Plan-Growth,INF194K01N63,,Open Ended,Income/Debt Oriented Schemes - Dynamic Term Fund,BANDHAN Dynamic Term Fund,Rs.5000/-,25-Jun-2002,
118417,Bandhan AMC Limited,BANDHAN Dynamic Term Fund-Direct Plan-IDCW,INF194K01O47,INF194K01O39,Open Ended,Income/Debt Oriented Schemes - Dynamic Term Fund,BANDHAN Dynamic Term Fund,Rs.5000/-,25-Jun-2002,
118418,Bandhan AMC Limited,BANDHAN Dynamic Term Fund-Direct Plan-Quarterly IDCW,INF194K01N89,INF194K01N71,Open Ended,Income/Debt Oriented Schemes - Dynamic Term Fund,BANDHAN Dynamic Term Fund,Rs.5000/-,25-Jun-2002,
122618,Bandhan AMC Limited,BANDHAN Dynamic Term Fund-Direct Plan-Half Yearly IDCW,INF194K011P8,INF194K012P6,Open Ended,Income/Debt Oriented Schemes - Dynamic Term Fund,BANDHAN Dynamic Term Fund,Rs.5000/-,25-Jun-2002,
122868,Bandhan AMC Limited,BANDHAN Dynamic Term Fund - Regular Plan B - Half Yearly IDCW,INF194K018R9,INF194K019R7,Open Ended,Income/Debt Oriented Schemes - Dynamic Term Fund,BANDHAN Dynamic Term Fund,Rs.5000/-,25-Jun-2002,
131396,Bandhan AMC Limited,BANDHAN Dynamic Term Fund-Direct Plan-Periodic IDCW,INF194KA1TP6,INF194KA1TQ4,Open Ended,Income/Debt Oriented Schemes - Dynamic Term Fund,BANDHAN Dynamic Term Fund,Rs.5000/-,25-Jun-2002,
131397,Bandhan AMC Limited,BANDHAN Dynamic Term Fund - Regular Plan B - Periodic IDCW,INF194KA1TM3,INF194KA1TN1,Open Ended,Income/Debt Oriented Schemes - Dynamic Term Fund,BANDHAN Dynamic Term Fund,Rs.5000/-,25-Jun-2002,
111525,Bandhan AMC Limited,Bandhan Gilt Fund - Regular Plan - Growth,INF194K01DZ2,,Open Ended,Debt Scheme - Gilt Fund,Bandhan Gilt   Fund,Rs.10000,21-Feb-2002,
111526,Bandhan AMC Limited,IDFC GSF - Investment Plan -PLAN B ANNUAL,,,Open Ended,Debt Scheme - Gilt Fund,Bandhan Gilt   Fund,Rs.10000,21-Feb-2002,
111527,Bandhan AMC Limited,Bandhan Gilt Fund - Regular Plan - IDCW,INF194K01EK2,INF194K01EJ4,Open Ended,Debt Scheme - Gilt Fund,Bandhan Gilt   Fund,Rs.10000,21-Feb-2002,
111528,Bandhan AMC Limited,IDFC GSF - Investment Plan -PLAN B DIVIDEND HALF YEARLY,,,Open Ended,Debt Scheme - Gilt Fund,Bandhan Gilt   Fund,Rs.10000,21-Feb-2002,
118463,Bandhan AMC Limited,Bandhan Gilt Fund - Direct Plan - IDCW,INF194K01R36,INF194K01R28,Open Ended,Debt Scheme - Gilt Fund,Bandhan Gilt   Fund,Rs.10000,21-Feb-2002,
118464,Bandhan AMC Limited,Bandhan Gilt Fund - Direct Plan - Growth,INF194K01Q29,,Open Ended,Debt Scheme - Gilt Fund,Bandhan Gilt   Fund,Rs.10000,21-Feb-2002,
118465,Bandhan AMC Limited,Bandhan Gilt Fund - Direct Plan - Half Yearly IDCW,INF194K01Q45,INF194K01Q37,Open Ended,Debt Scheme - Gilt Fund,Bandhan Gilt   Fund,Rs.10000,21-Feb-2002,
118466,Bandhan AMC Limited,Bandhan Gilt Fund - Direct Plan - Quarterly IDCW,INF194K01R02,INF194K01Q94,Open Ended,Debt Scheme - Gilt Fund,Bandhan Gilt   Fund,Rs.10000,21-Feb-2002,
118467,Bandhan AMC Limited,Bandhan Gilt Fund - Direct Plan - Annual IDCW,INF194K01Q78,INF194K01Q60,Open Ended,Debt Scheme - Gilt Fund,Bandhan Gilt   Fund,Rs.10000,21-Feb-2002,
131394,Bandhan AMC Limited,Bandhan Gilt Fund - Direct Plan - Periodic IDCW,INF194KA1RZ9,INF194KA1SA0,Open Ended,Debt Scheme - Gilt Fund,Bandhan Gilt   Fund,Rs.10000,21-Feb-2002,
131395,Bandhan AMC Limited,Bandhan Gilt Fund - Regular Plan B - Periodic IDCW,INF194KA1RW6,INF194KA1RX4,Open Ended,Debt Scheme - Gilt Fund,Bandhan Gilt   Fund,Rs.10000,21-Feb-2002,
111530,Bandhan AMC Limited,IDFC-SSIF-Investment Plan B DIVIDEND HALF YEARLY,,,Open Ended,Income,IDFC Super Saver Income Fund-Investment Plan,Rs. 500/-,01-Jan-2005,
111531,Bandhan AMC Limited,IDFC-SSIF-Investment Plan B DIVIDEND ANNUAL,,,Open Ended,Income,IDFC Super Saver Income Fund-Investment Plan,Rs. 500/-,01-Jan-2005,
111548,Quantum Asset Management Company Private Limited,Quantum Tax Saving Fund,,,Open Ended,Equity Scheme - ELSS,Quantum ELSS Tax Saver Fund,500,10-Dec-2008,13-Dec-2008
111549,Quantum Asset Management Company Private Limited,Quantum ELSS Tax Saver Fund - Direct Plan Growth Option,INF082J01069,,Open Ended,Equity Scheme - ELSS,Quantum ELSS Tax Saver Fund,500,10-Dec-2008,13-Dec-2008
111550,Quantum Asset Management Company Private Limited,Quantum ELSS Tax Saver Fund - Direct Plan IDCW,INF082J01077,INF082J01085,Open Ended,Equity Scheme - ELSS,Quantum ELSS Tax Saver Fund,500,10-Dec-2008,13-Dec-2008
141070,Quantum Asset Management Company Private Limited,Quantum ELSS Tax Saver Fund - Regular Plan Growth Option,INF082J01366,,Open Ended,Equity Scheme - ELSS,Quantum ELSS Tax Saver Fund,500,10-Dec-2008,13-Dec-2008
141071,Quantum Asset Management Company Private Limited,Quantum ELSS Tax Saver Fund - Regular Plan IDCW,INF082J01374,,Open Ended,Equity Scheme - ELSS,Quantum ELSS Tax Saver Fund,500,10-Dec-2008,13-Dec-2008
111569,Bandhan AMC Limited,BANDHAN ELSS - Tax Saver Fund - Regular Plan - Growth,INF194K01292,,Open Ended,Equity Schemes - ELSS- Tax Saver Fund,BANDHAN ELSS - Tax Saver Fund,Rs. 500/- and in multiples of Rs.500/- thereafter.,01-Dec-2008,
111570,Bandhan AMC Limited,BANDHAN ELSS - Tax Saver Fund - Regular Plan - IDCW,INF194K01300,INF194K01318,Open Ended,Equity Schemes - ELSS- Tax Saver Fund,BANDHAN ELSS - Tax Saver Fund,Rs. 500/- and in multiples of Rs.500/- thereafter.,01-Dec-2008,
118472,Bandhan AMC Limited,BANDHAN ELSS - Tax Saver Fund - Direct Plan - IDCW,INF194K01Y37,INF194K01Y45,Open Ended,Equity Schemes - ELSS- Tax Saver Fund,BANDHAN ELSS - Tax Saver Fund,Rs. 500/- and in multiples of Rs.500/- thereafter.,01-Dec-2008,
118473,Bandhan AMC Limited,BANDHAN ELSS - Tax Saver Fund - Direct Plan - Growth,INF194K01Y29,,Open Ended,Equity Schemes - ELSS- Tax Saver Fund,BANDHAN ELSS - Tax Saver Fund,Rs. 500/- and in multiples of Rs.500/- thereafter.,01-Dec-2008,
111585,Bank of India Investment Managers Private Limited,BANK OF INDIA Short Term Income Fund-Regular Plan- Growth,INF761K01579,,Open Ended,Income/Debt Oriented Schemes - Short Term Fund,BANK OF INDIA SHORT TERM FUND,5000,03-Dec-2008,10-Dec-2008
111589,Bank of India Investment Managers Private Limited,BANK OF INDIA Short Term Income Fund-Regular Plan- Monthly IDCW,INF761K01595,INF761K01587,Open Ended,Income/Debt Oriented Schemes - Short Term Fund,BANK OF INDIA SHORT TERM FUND,5000,03-Dec-2008,10-Dec-2008
111590,Bank of India Investment Managers Private Limited,BANK OF INDIA Short Term Income Fund-Regular Plan- Quarterly IDCW,INF761K01611,INF761K01603,Open Ended,Income/Debt Oriented Schemes - Short Term Fund,BANK OF INDIA SHORT TERM FUND,5000,03-Dec-2008,10-Dec-2008
119382,Bank of India Investment Managers Private Limited,BANK OF INDIA Short Term Income Fund-Direct Plan- Growth,INF761K01736,,Open Ended,Income/Debt Oriented Schemes - Short Term Fund,BANK OF INDIA SHORT TERM FUND,5000,03-Dec-2008,10-Dec-2008
119383,Bank of India Investment Managers Private Limited,BANK OF INDIA Short Term Income Fund-Direct Plan- Monthly IDCW,INF761K01751,INF761K01744,Open Ended,Income/Debt Oriented Schemes - Short Term Fund,BANK OF INDIA SHORT TERM FUND,5000,03-Dec-2008,10-Dec-2008
119384,Bank of India Investment Managers Private Limited,BANK OF INDIA Short Term Income Fund-Direct Plan- Quarterly IDCW,INF761K01777,INF761K01769,Open Ended,Income/Debt Oriented Schemes - Short Term Fund,BANK OF INDIA SHORT TERM FUND,5000,03-Dec-2008,10-Dec-2008
111599,UTI Asset Mgmt. Co. Ltd.,UTI Multi Asset Allocation Fund - Regular Plan - Growth Option,INF789F01AP6,,Open Ended,Hybrid Schemes - Multi Asset Allocation Fund,UTI Multi Asset Allocation Fund,5000,21-Oct-2008,
111602,UTI Asset Mgmt. Co. Ltd.,UTI Multi Asset Allocation Fund - Regular Plan - IDCW,INF789F01AN1,INF789F01AO9,Open Ended,Hybrid Schemes - Multi Asset Allocation Fund,UTI Multi Asset Allocation Fund,5000,21-Oct-2008,
120760,UTI Asset Mgmt. Co. Ltd.,UTI Multi Asset Allocation Fund - Direct Plan - Growth Option,INF789F01VE6,,Open Ended,Hybrid Schemes - Multi Asset Allocation Fund,UTI Multi Asset Allocation Fund,5000,21-Oct-2008,
120761,UTI Asset Mgmt. Co. Ltd.,UTI Multi Asset Allocation Fund - Direct Plan - IDCW,INF789F01VC0,INF789F01VD8,Open Ended,Hybrid Schemes - Multi Asset Allocation Fund,UTI Multi Asset Allocation Fund,5000,21-Oct-2008,
111638,Edelweiss Asset Management Limited,Edelweiss ELSS Tax Saver Fund - Regular Plan - Growth Option,INF754K01517,,Open Ended,Equity Schemes - ELSS- Tax Saver Fund,Edelweiss ELSS Tax Saver Fund,Rs. 500/- & in multiples of Rs. 500 thereafter,26-Dec-2008,26-Dec-2008
111639,Edelweiss Asset Management Limited,Edelweiss ELSS Tax Saver Fund - Regular Plan - IDCW Option,INF754K01525,INF754K01541,Open Ended,Equity Schemes - ELSS- Tax Saver Fund,Edelweiss ELSS Tax Saver Fund,Rs. 500/- & in multiples of Rs. 500 thereafter,26-Dec-2008,26-Dec-2008
118619,Edelweiss Asset Management Limited,Edelweiss ELSS Tax Saver Fund - Direct Plan - IDCW Option,INF754K01BX2,INF754K01BY0,Open Ended,Equity Schemes - ELSS- Tax Saver Fund,Edelweiss ELSS Tax Saver Fund,Rs. 500/- & in multiples of Rs. 500 thereafter,26-Dec-2008,26-Dec-2008
118620,Edelweiss Asset Management Limited,Edelweiss ELSS Tax Saver Fund - Direct Plan-Growth Option,INF754K01CA8,,Open Ended,Equity Schemes - ELSS- Tax Saver Fund,Edelweiss ELSS Tax Saver Fund,Rs. 500/- & in multiples of Rs. 500 thereafter,26-Dec-2008,26-Dec-2008
111644,Mirae Asset Investment Managers (India) Pvt. Ltd,Mirae Asset Liquid Fund - Regular Plan - Weekly IDCW,INF769K01PC4,INF769K01812,Open Ended,Income/Debt Oriented Schemes - Liquid Fund,Mirae Asset Liquid Fund,5000,05-Jan-2009,06-Jan-2009
111645,Mirae Asset Investment Managers (India) Pvt. Ltd,Mirae Asset Liquid Fund - Regular Plan - Monthly IDCW,INF769K01838,INF769K01820,Open Ended,Income/Debt Oriented Schemes - Liquid Fund,Mirae Asset Liquid Fund,5000,05-Jan-2009,06-Jan-2009
111646,Mirae Asset Investment Managers (India) Pvt. Ltd,Mirae Asset Liquid Fund - Regular Plan - Growth,INF769K01788,,Open Ended,Income/Debt Oriented Schemes - Liquid Fund,Mirae Asset Liquid Fund,5000,05-Jan-2009,06-Jan-2009
111647,Mirae Asset Investment Managers (India) Pvt. Ltd,Mirae Asset Liquid Fund - Regular Plan - Daily IDCW,INF769K01804,,Open Ended,Income/Debt Oriented Schemes - Liquid Fund,Mirae Asset Liquid Fund,5000,05-Jan-2009,06-Jan-2009
118859,Mirae Asset Investment Managers (India) Pvt. Ltd,Mirae Asset Liquid Fund - Direct Plan - Growth,INF769K01CM1,,Open Ended,Income/Debt Oriented Schemes - Liquid Fund,Mirae Asset Liquid Fund,5000,05-Jan-2009,06-Jan-2009
118860,Mirae Asset Investment Managers (India) Pvt. Ltd,Mirae Asset Liquid Fund - Direct Plan - Monthly IDCW,INF769K01CN9,INF769K01CQ2,Open Ended,Income/Debt Oriented Schemes - Liquid Fund,Mirae Asset Liquid Fund,5000,05-Jan-2009,06-Jan-2009
118861,Mirae Asset Investment Managers (India) Pvt. Ltd,Mirae Asset Liquid Fund - Direct Plan - Daily IDCW,INF769K01CO7,,Open Ended,Income/Debt Oriented Schemes - Liquid Fund,Mirae Asset Liquid Fund,5000,05-Jan-2009,06-Jan-2009
118862,Mirae Asset Investment Managers (India) Pvt. Ltd,Mirae Asset Liquid Fund - Direct Plan - Weekly IDCW,INF769K01PD2,INF769K01CP4,Open Ended,Income/Debt Oriented Schemes - Liquid Fund,Mirae Asset Liquid Fund,5000,05-Jan-2009,06-Jan-2009
113167,Bandhan AMC Limited,IDFC SSIF - MT (Plan B) Inst - Quarterly Dividend Reinvestment,,,Open Ended,Income,IDFC SSIF - MT -Plan B- Dividend Plan,Rs 1 00000/-,22-Jan-2009,
113168,Bandhan AMC Limited,IDFC SSIF - MT (Plan B) Inst - Monthly Dividend Reinvestment,,,Open Ended,Income,IDFC SSIF - MT -Plan B- Dividend Plan,Rs 1 00000/-,22-Jan-2009,
111708,Bank of India Investment Managers Private Limited,BANK OF INDIA ELSS Tax Saver -Regular Plan-IDCW,INF761K01165,INF761K01173,Open Ended,Equity Schemes - ELSS- Tax Saver Fund,BANK OF INDIA ELSS TAX SAVER FUND,5000,12-Dec-2008,12-Feb-2009
111709,Bank of India Investment Managers Private Limited,BANK OF INDIA ELSS Tax Saver -ECO Plan-Growth,INF761K01157,,Open Ended,Equity Schemes - ELSS- Tax Saver Fund,BANK OF INDIA ELSS TAX SAVER FUND,5000,12-Dec-2008,12-Feb-2009
111710,Bank of India Investment Managers Private Limited,BANK OF INDIA ELSS Tax Saver -Regular Plan- Growth,INF761K01181,,Open Ended,Equity Schemes - ELSS- Tax Saver Fund,BANK OF INDIA ELSS TAX SAVER FUND,5000,12-Dec-2008,12-Feb-2009
111711,Bank of India Investment Managers Private Limited,BANK OF INDIA ELSS Tax Saver -ECO Plan-IDCW,INF761K01132,INF761K01140,Open Ended,Equity Schemes - ELSS- Tax Saver Fund,BANK OF INDIA ELSS TAX SAVER FUND,5000,12-Dec-2008,12-Feb-2009
119351,Bank of India Investment Managers Private Limited,BANK OF INDIA ELSS Tax Saver -Direct Plan- Growth,INF761K01884,,Open Ended,Equity Schemes - ELSS- Tax Saver Fund,BANK OF INDIA ELSS TAX SAVER FUND,5000,12-Dec-2008,12-Feb-2009
119352,Bank of India Investment Managers Private Limited,BANK OF INDIA ELSS Tax Saver -Direct Plan-IDCW,INF761K01876,INF761K01868,Open Ended,Equity Schemes - ELSS- Tax Saver Fund,BANK OF INDIA ELSS TAX SAVER FUND,5000,12-Dec-2008,12-Feb-2009
111717,Bank of India Investment Managers Private Limited,BANK OF INDIA Conservative Hybrid Fund-ECO Plan-Monthly IDCW,INF761K01413,INF761K01405,Open Ended,Debt Scheme - Medium to Long Duration Fund,BANK OF INDIA CONSERVATIVE HYBRID FUND,10000,28-Jan-2009,24-Feb-2009
111718,Bank of India Investment Managers Private Limited,BANK OF INDIA Conservative Hybrid  Fund-ECO Plan-Quarterly IDCW,INF761K01439,INF761K01421,Open Ended,Debt Scheme - Medium to Long Duration Fund,BANK OF INDIA CONSERVATIVE HYBRID FUND,10000,28-Jan-2009,24-Feb-2009
119393,Bank of India Investment Managers Private Limited,BANK OF INDIA Conservative Hybrid Fund Fund-Direct Plan-Growth,INF761K01819,,Open Ended,Debt Scheme - Medium to Long Duration Fund,BANK OF INDIA CONSERVATIVE HYBRID FUND,10000,28-Jan-2009,24-Feb-2009
119394,Bank of India Investment Managers Private Limited,BANK OF INDIA Conservative Hybrid Fund-Direct Plan-Monthly IDCW,INF761K01835,INF761K01827,Open Ended,Debt Scheme - Medium to Long Duration Fund,BANK OF INDIA CONSERVATIVE HYBRID FUND,10000,28-Jan-2009,24-Feb-2009
119395,Bank of India Investment Managers Private Limited,BANK OF INDIA Conservative Hybrid  Fund-Direct Plan-Quarterly IDCW,INF761K01850,INF761K01843,Open Ended,Debt Scheme - Medium to Long Duration Fund,BANK OF INDIA CONSERVATIVE HYBRID FUND,10000,28-Jan-2009,24-Feb-2009
119396,Bank of India Investment Managers Private Limited,BANK OF INDIA Conservative Hybrid Fund-Direct Plan-Annual IDCW,INF761K01793,INF761K01801,Open Ended,Debt Scheme - Medium to Long Duration Fund,BANK OF INDIA CONSERVATIVE HYBRID FUND,10000,28-Jan-2009,24-Feb-2009
111712,Bank of India Investment Managers Private Limited,BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Growth,INF761K01462,,Open Ended,Debt Scheme - Medium to Long Duration Fund,BANK OF INDIA CONSERVATIVE HYBRID FUND,10000,28-Jan-2009,24-Feb-2009
111713,Bank of India Investment Managers Private Limited,BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Quarterly IDCW,INF761K01504,INF761K01496,Open Ended,Debt Scheme - Medium to Long Duration Fund,BANK OF INDIA CONSERVATIVE HYBRID FUND,10000,28-Jan-2009,24-Feb-2009
111714,Bank of India Investment Managers Private Limited,BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Annual IDCW,INF761K01454,INF761K01447,Open Ended,Debt Scheme - Medium to Long Duration Fund,BANK OF INDIA CONSERVATIVE HYBRID FUND,10000,28-Jan-2009,24-Feb-2009
111715,Bank of India Investment Managers Private Limited,BANK OF INDIA Conservative Hybrid Fund-ECO Plan-Growth,INF761K01397,,Open Ended,Debt Scheme - Medium to Long Duration Fund,BANK OF INDIA CONSERVATIVE HYBRID FUND,10000,28-Jan-2009,24-Feb-2009
111716,Bank of India Investment Managers Private Limited,BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Monthly IDCW,INF761K01488,INF761K01470,Open Ended,Debt Scheme - Medium to Long Duration Fund,BANK OF INDIA CONSERVATIVE HYBRID FUND,10000,28-Jan-2009,24-Feb-2009
111743,Nippon Life India Asset Management Limited,Nippon India Ultra Short to Short Term  Fund - Retail Plan - Growth Plan -Bonus Option,INF204K01EO1,,Open Ended,Income/Debt Oriented Schemes - Ultra Short to Short Term Fund,Nippon India Ultra Short to Short Term Fund,Daily IDCW 10000 Weekly IDCW 5000 other plan 500,15-Mar-2007,20-Mar-2007
111744,Nippon Life India Asset Management Limited,NIPPON INDIA ULTRA SHORT TO SHORT TERM  FUND - RETAIL Plan - DAILY IDCW Option,INF204K01EP8,,Open Ended,Income/Debt Oriented Schemes - Ultra Short to Short Term Fund,Nippon India Ultra Short to Short Term Fund,Daily IDCW 10000 Weekly IDCW 5000 other plan 500,15-Mar-2007,20-Mar-2007
111745,Nippon Life India Asset Management Limited,NIPPON INDIA ULTRA SHORT TO SHORT TERM FUND - RETAIL Plan - WEEKLY IDCW Option,INF204K01OP7,INF204K01EQ6,Open Ended,Income/Debt Oriented Schemes - Ultra Short to Short Term Fund,Nippon India Ultra Short to Short Term Fund,Daily IDCW 10000 Weekly IDCW 5000 other plan 500,15-Mar-2007,20-Mar-2007
111746,Nippon Life India Asset Management Limited,Nippon India Ultra Short to Short Term  Fund -Growth Plan -Bonus Option,INF204K01EW4,,Open Ended,Income/Debt Oriented Schemes - Ultra Short to Short Term Fund,Nippon India Ultra Short to Short Term Fund,Daily IDCW 10000 Weekly IDCW 5000 other plan 500,15-Mar-2007,20-Mar-2007
111747,Nippon Life India Asset Management Limited,NIPPON INDIA ULTRA SHORT To SHORT TERM FUND - DAILY IDCW Option,INF204K01EX2,,Open Ended,Income/Debt Oriented Schemes - Ultra Short to Short Term Fund,Nippon India Ultra Short to Short Term Fund,Daily IDCW 10000 Weekly IDCW 5000 other plan 500,15-Mar-2007,20-Mar-2007
111748,Nippon Life India Asset Management Limited,Nippon India Ultra Short to Short Term  Fund - Retail Plan - Growth Plan - Growth Option,INF204K01EN3,,Open Ended,Income/Debt Oriented Schemes - Ultra Short to Short Term Fund,Nippon India Ultra Short to Short Term Fund,Daily IDCW 10000 Weekly IDCW 5000 other plan 500,15-Mar-2007,20-Mar-2007
125264,Nippon Life India Asset Management Limited,NIPPON INDIA ULTRA SHORT TO SHORT TERM FUND - DIRECT Plan - IDCW Option,INF204KA1EK7,INF204KA1EL5,Open Ended,Income/Debt Oriented Schemes - Ultra Short to Short Term Fund,Nippon India Ultra Short to Short Term Fund,Daily IDCW 10000 Weekly IDCW 5000 other plan 500,15-Mar-2007,20-Mar-2007
125265,Nippon Life India Asset Management Limited,NIPPON INDIA ULTRA SHORT TO SHORT TERM FUND - IDCW Option,INF204KA1EI1,INF204KA1EJ9,Open Ended,Income/Debt Oriented Schemes - Ultra Short to Short Term Fund,Nippon India Ultra Short to Short Term Fund,Daily IDCW 10000 Weekly IDCW 5000 other plan 500,15-Mar-2007,20-Mar-2007
118702,Nippon Life India Asset Management Limited,Nippon India Ultra Short to Short Term Fund - Direct Plan Growth Plan - Bonus Option,INF204K01G03,,Open Ended,Income/Debt Oriented Schemes - Ultra Short to Short Term Fund,Nippon India Ultra Short to Short Term Fund,Daily IDCW 10000 Weekly IDCW 5000 other plan 500,15-Mar-2007,20-Mar-2007
118703,Nippon Life India Asset Management Limited,NIPPON INDIA ULTRA SHORT TO SHORT TERM FUND - DIRECT Plan - DAILY IDCW Option,INF204K01ZV1,,Open Ended,Income/Debt Oriented Schemes - Ultra Short to Short Term Fund,Nippon India Ultra Short to Short Term Fund,Daily IDCW 10000 Weekly IDCW 5000 other plan 500,15-Mar-2007,20-Mar-2007
118704,Nippon Life India Asset Management Limited,NIPPON INDIA ULTRA SHORT TO SHORT TERM FUND - DIRECT Plan - MONTHLY IDCW Option,INF204K01ZX7,INF204K01ZY5,Open Ended,Income/Debt Oriented Schemes - Ultra Short to Short Term Fund,Nippon India Ultra Short to Short Term Fund,Daily IDCW 10000 Weekly IDCW 5000 other plan 500,15-Mar-2007,20-Mar-2007
118705,Nippon Life India Asset Management Limited,NIPPON INDIA ULTRA SHORT TO SHORT TERM  FUND - DIRECT Plan - QUARTERLY IDCW Option,INF204K01ZZ2,INF204K01A09,Open Ended,Income/Debt Oriented Schemes - Ultra Short to Short Term Fund,Nippon India Ultra Short to Short Term Fund,Daily IDCW 10000 Weekly IDCW 5000 other plan 500,15-Mar-2007,20-Mar-2007
118706,Nippon Life India Asset Management Limited,NIPPON INDIA ULTRA SHORT TO SHORT TERM  FUND - DIRECT Plan - WEEKLY IDCW Option,INF204K01A17,,Open Ended,Income/Debt Oriented Schemes - Ultra Short to Short Term Fund,Nippon India Ultra Short to Short Term Fund,Daily IDCW 10000 Weekly IDCW 5000 other plan 500,15-Mar-2007,20-Mar-2007
118709,Nippon Life India Asset Management Limited,Nippon India Ultra Short to Short Term Fund - Direct Plan Growth Plan - Growth Option,INF204K01ZU3,,Open Ended,Income/Debt Oriented Schemes - Ultra Short to Short Term Fund,Nippon India Ultra Short to Short Term Fund,Daily IDCW 10000 Weekly IDCW 5000 other plan 500,15-Mar-2007,20-Mar-2007
111749,Nippon Life India Asset Management Limited,NIPPON INDIA ULTRA SHORT TO SHORT TERM  FUND - MONTHLY IDCW Option,INF204K01EZ7,INF204K01FA7,Open Ended,Income/Debt Oriented Schemes - Ultra Short to Short Term Fund,Nippon India Ultra Short to Short Term Fund,Daily IDCW 10000 Weekly IDCW 5000 other plan 500,15-Mar-2007,20-Mar-2007
111750,Nippon Life India Asset Management Limited,NIPPON INDIA ULTRA SHORT TO SHORT TERM  FUND - QUARTERLY IDCW Option,INF204K01FB5,INF204K01FC3,Open Ended,Income/Debt Oriented Schemes - Ultra Short to Short Term Fund,Nippon India Ultra Short to Short Term Fund,Daily IDCW 10000 Weekly IDCW 5000 other plan 500,15-Mar-2007,20-Mar-2007
111751,Nippon Life India Asset Management Limited,NIPPON ULTRA SHORT TO SHORT TERM  FUND - RETAIL Plan - MONTHLY IDCW Option,INF204K01ER4,INF204K01ES2,Open Ended,Income/Debt Oriented Schemes - Ultra Short to Short Term Fund,Nippon India Ultra Short to Short Term Fund,Daily IDCW 10000 Weekly IDCW 5000 other plan 500,15-Mar-2007,20-Mar-2007
111752,Nippon Life India Asset Management Limited,NIPPON INDIA ULTRA SHORT TO SHORT TERM  FUND - RETAIL Plan - QUARTERLY IDCW Option,INF204K01ET0,INF204K01EU8,Open Ended,Income/Debt Oriented Schemes - Ultra Short to Short Term Fund,Nippon India Ultra Short to Short Term Fund,Daily IDCW 10000 Weekly IDCW 5000 other plan 500,15-Mar-2007,20-Mar-2007
111753,Nippon Life India Asset Management Limited,Nippon India Ultra Short to Short Term  Fund- Growth Plan - Growth Option,INF204K01EV6,,Open Ended,Income/Debt Oriented Schemes - Ultra Short to Short Term Fund,Nippon India Ultra Short to Short Term Fund,Daily IDCW 10000 Weekly IDCW 5000 other plan 500,15-Mar-2007,20-Mar-2007
111754,Nippon Life India Asset Management Limited,NIPPON INDIA ULTRA SHORT TO SHORT TERM  FUND - WEEKLY IDCW Option,INF204K01OO0,INF204K01EY0,Open Ended,Income/Debt Oriented Schemes - Ultra Short to Short Term Fund,Nippon India Ultra Short to Short Term Fund,Daily IDCW 10000 Weekly IDCW 5000 other plan 500,15-Mar-2007,20-Mar-2007
111787,Taurus Asset Management Company Limited,Taurus Ethical Fund - Regular Plan - Growth,INF044D01864,,Open Ended,Equity Scheme - Sectoral/ Thematic,Taurus Ethical Fund,Rs. 500 and in multiples of Re 1 thereafter,19-Feb-2009,20-Mar-2009
