SchemeCode,AMC,SchemeName,ISIN,ISINdivReinvestment,SchemeType,Category,SchemeNameCleaned,SchemeMinimumAmount,LaunchDate,ClosureDate
134042,ICICI Prudential Asset Management Company Limited,ICICI Prudential India Recovery Fund - Series 2 Dividend,INF109KB1292,,Close Ended,Growth,ICICI Prudential India Recovery Fund - Series 2,5000,18-Mar-2015,
134043,ICICI Prudential Asset Management Company Limited,ICICI Prudential India Recovery Fund - Series 2 Direct Dividend,INF109KB1300,,Close Ended,Growth,ICICI Prudential India Recovery Fund - Series 2,5000,18-Mar-2015,
134160,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 76 - 1100 Days Plan T Direct Plan Cumulative Option,INF109KB1375,,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 76 - 1100 Days Plan T,5000,19-Mar-2015,
134162,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 76 - 1100 Days Plan T Dividend Option,INF109KB1367,,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 76 - 1100 Days Plan T,5000,19-Mar-2015,
134163,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 76 - 1100 Days Plan T Cumulative Option,INF109KB1359,,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 76 - 1100 Days Plan T,5000,19-Mar-2015,
134176,Kotak Mahindra Asset Management Company Limited.,Kotak FMP Series 172 - Direct Growth,INF174K01I49,,Close Ended,Income,Kotak FMP Series 172 (1126 Days),5000,12-Mar-2015,
134177,Kotak Mahindra Asset Management Company Limited.,Kotak FMP Series 172 - Regular Growth,INF174K01I23,,Close Ended,Income,Kotak FMP Series 172 (1126 Days),5000,12-Mar-2015,
134178,Kotak Mahindra Asset Management Company Limited.,Kotak FMP Series 172 - Regular Dividend,INF174K01I31,,Close Ended,Income,Kotak FMP Series 172 (1126 Days),5000,12-Mar-2015,
134179,Kotak Mahindra Asset Management Company Limited.,Kotak FMP Series 172 - Direct Dividend,INF174K01I56,,Close Ended,Income,Kotak FMP Series 172 (1126 Days),5000,12-Mar-2015,
134180,Nippon Life India Asset Management Limited,Reliance Fixed Horizon Fund XXVIII- Series 14- Direct Plan-Dividend Payout Option,INF204KA1J66,,Close Ended,Income,Reliance Fixed Horizon Fund XXVIII- Series 14,Rs 5000 and in multiples of Re. 1 thereafter,20-Mar-2015,
134181,Nippon Life India Asset Management Limited,Reliance Fixed Horizon Fund XXVIII- Series 14- Direct Plan-Growth Option,INF204KA1J58,,Close Ended,Income,Reliance Fixed Horizon Fund XXVIII- Series 14,Rs 5000 and in multiples of Re. 1 thereafter,20-Mar-2015,
134182,Nippon Life India Asset Management Limited,Reliance Fixed Horizon Fund XXVIII- Series 14- Dividend Payout Option,INF204KA1J41,,Close Ended,Income,Reliance Fixed Horizon Fund XXVIII- Series 14,Rs 5000 and in multiples of Re. 1 thereafter,20-Mar-2015,
134183,Nippon Life India Asset Management Limited,Reliance Fixed Horizon Fund XXVIII- Series 14- Growth Option,INF204KA1J33,,Close Ended,Income,Reliance Fixed Horizon Fund XXVIII- Series 14,Rs 5000 and in multiples of Re. 1 thereafter,20-Mar-2015,
134186,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 76 - 1120 Days Plan U Cumulative Option,INF109KB1391,,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 76 - 1120 Days Plan U,5000,23-Mar-2015,
134187,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 76 - 1120 Days Plan U Dividend Option,INF109KB1409,,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 76 - 1120 Days Plan U,5000,23-Mar-2015,
134188,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 76 - 1120 Days Plan U Direct Plan Cumulative Option,INF109KB1417,,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 76 - 1120 Days Plan U,5000,23-Mar-2015,
134191,ICICI Prudential Asset Management Company Limited,ICICI Prudential Value Fund - Series 6  Dividend Option,INF109KB1565,,Close Ended,Growth,ICICI Prudential Value Fund - Series 6,5000,23-Mar-2015,
134192,ICICI Prudential Asset Management Company Limited,ICICI Prudential Value Fund - Series 6  Cumulative Option,INF109KB1557,,Close Ended,Growth,ICICI Prudential Value Fund - Series 6,5000,23-Mar-2015,
134189,ICICI Prudential Asset Management Company Limited,ICICI Prudential Value Fund - Series 6 Direct Plan Cumulative Option,INF109KB1573,,Close Ended,Growth,ICICI Prudential Value Fund - Series 6,5000,23-Mar-2015,
134190,ICICI Prudential Asset Management Company Limited,ICICI Prudential Value Fund - Series 6 Direct Plan Dividend Option,INF109KB1581,,Close Ended,Growth,ICICI Prudential Value Fund - Series 6,5000,23-Mar-2015,
134259,ICICI Prudential Asset Management Company Limited,ICICI Prudential Multiple Yield Fund - Series 9 - 1140 Days Plan A Direct Plan Cumulative Option,INF109KB1730,,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 9 - 1140 Days Plan A,5000,25-Mar-2015,
134260,ICICI Prudential Asset Management Company Limited,ICICI Prudential Multiple Yield Fund - Series 9 - 1140 Days Plan A Direct Plan Dividend Option,INF109KB1748,,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 9 - 1140 Days Plan A,5000,25-Mar-2015,
134261,ICICI Prudential Asset Management Company Limited,ICICI Prudential Multiple Yield Fund - Series 9 - 1140 Days Plan A Dividend Option,INF109KB1722,,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 9 - 1140 Days Plan A,5000,25-Mar-2015,
134262,ICICI Prudential Asset Management Company Limited,ICICI Prudential Multiple Yield Fund - Series 9 - 1140 Days Plan A Cumulative Option,INF109KB1714,,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 9 - 1140 Days Plan A,5000,25-Mar-2015,
134305,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 76 - 1108 Days Plan V Direct Plan Cumulative Option,INF109KB1698,,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 76 - 1108 Days Plan V,5000,26-Mar-2015,
134307,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 76 - 1108 Days Plan V Dividend Option,INF109KB1680,,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 76 - 1108 Days Plan V,5000,26-Mar-2015,
134308,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 76 - 1108 Days Plan V Cumulative Option,INF109KB1672,,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 76 - 1108 Days Plan V,5000,26-Mar-2015,
134309,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 76 - 1127 Days Plan W Direct Plan Cumulative Option,INF109KB1979,,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 76 - 1127 Days Plan W,5000,30-Mar-2015,
134310,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 76 - 1127 Days Plan W Direct Plan Dividend Option,INF109KB1987,,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 76 - 1127 Days Plan W,5000,30-Mar-2015,
134311,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 76 - 1127 Days Plan W Dividend Option,INF109KB1961,,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 76 - 1127 Days Plan W,5000,30-Mar-2015,
134312,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 76 - 1127 Days Plan W Cumulative Option,INF109KB1953,,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 76 - 1127 Days Plan W,5000,30-Mar-2015,
134347,ICICI Prudential Asset Management Company Limited,ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1103 Days Plan B Cumulative Option,INF109KB1AT1,,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1103 Days Plan B,5000,06-Apr-2015,
134348,ICICI Prudential Asset Management Company Limited,ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1103 Days Plan B Direct Plan Cumulative Option,INF109KB1AV7,,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1103 Days Plan B,5000,06-Apr-2015,
134349,ICICI Prudential Asset Management Company Limited,ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1103 Days Plan B Dividend Option,INF109KB1AU9,,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1103 Days Plan B,5000,06-Apr-2015,
134350,ICICI Prudential Asset Management Company Limited,ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1103 Days Plan B Direct Plan Dividend Option,INF109KB1AW5,,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1103 Days Plan B,5000,06-Apr-2015,
100780,Sundaram Asset Management Company Ltd,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),INF903J01IL7,INF903J01IM5,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Sundaram Banking and PSU Debt Fund (Formerly Known as Sundaram Banking and PSU Fund),5000,25-Mar-2015,
100781,Sundaram Asset Management Company Ltd,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Growth,INF903J01IK9,,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Sundaram Banking and PSU Debt Fund (Formerly Known as Sundaram Banking and PSU Fund),5000,25-Mar-2015,
100782,Sundaram Asset Management Company Ltd,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),INF903J01IP8,,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Sundaram Banking and PSU Debt Fund (Formerly Known as Sundaram Banking and PSU Fund),5000,25-Mar-2015,
100783,Sundaram Asset Management Company Ltd,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),INF903J01IQ6,,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Sundaram Banking and PSU Debt Fund (Formerly Known as Sundaram Banking and PSU Fund),5000,25-Mar-2015,
100784,Sundaram Asset Management Company Ltd,Sundaram Banking and PSU Debt Fund Regular Plan - Growth,INF903J01IN3,,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Sundaram Banking and PSU Debt Fund (Formerly Known as Sundaram Banking and PSU Fund),5000,25-Mar-2015,
100793,Sundaram Asset Management Company Ltd,Sundaram Banking and PSU Debt Fund Regular Plan - IDCW,INF903J01IO1,INF903J01IR4,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Sundaram Banking and PSU Debt Fund (Formerly Known as Sundaram Banking and PSU Fund),5000,25-Mar-2015,
134370,Sundaram Asset Management Company Ltd,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Monthly Dividend,INF903J012J4,INF903J013J2,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Sundaram Banking and PSU Debt Fund (Formerly Known as Sundaram Banking and PSU Fund),5000,25-Mar-2015,
134364,Sundaram Asset Management Company Ltd,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Half Yearly Bonus,INF903J016J5,,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Sundaram Banking and PSU Debt Fund (Formerly Known as Sundaram Banking and PSU Fund),5000,25-Mar-2015,
134365,Sundaram Asset Management Company Ltd,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Annual Bonus,INF903J017J3,,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Sundaram Banking and PSU Debt Fund (Formerly Known as Sundaram Banking and PSU Fund),5000,25-Mar-2015,
134366,Sundaram Asset Management Company Ltd,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Daily Dividend,INF903J010J8,,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Sundaram Banking and PSU Debt Fund (Formerly Known as Sundaram Banking and PSU Fund),5000,25-Mar-2015,
134367,Sundaram Asset Management Company Ltd,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Quarterly Bonus,INF903J015J7,,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Sundaram Banking and PSU Debt Fund (Formerly Known as Sundaram Banking and PSU Fund),5000,25-Mar-2015,
134368,Sundaram Asset Management Company Ltd,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Weekly Dividend,INF903J018I3,INF903J011J6,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Sundaram Banking and PSU Debt Fund (Formerly Known as Sundaram Banking and PSU Fund),5000,25-Mar-2015,
134369,Sundaram Asset Management Company Ltd,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Quarterly Dividend,INF903J019I1,INF903J014J0,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Sundaram Banking and PSU Debt Fund (Formerly Known as Sundaram Banking and PSU Fund),5000,25-Mar-2015,
134358,Sundaram Asset Management Company Ltd,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Daily Dividend Reinvestment,INF903J010I0,,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Sundaram Banking and PSU Debt Fund (Formerly Known as Sundaram Banking and PSU Fund),5000,25-Mar-2015,
134359,Sundaram Asset Management Company Ltd,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Monthly Dividend,INF903J018H5,INF903J012I6,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Sundaram Banking and PSU Debt Fund (Formerly Known as Sundaram Banking and PSU Fund),5000,25-Mar-2015,
134360,Sundaram Asset Management Company Ltd,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Weekly Dividend,INF903J017H7,INF903J011I8,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Sundaram Banking and PSU Debt Fund (Formerly Known as Sundaram Banking and PSU Fund),5000,25-Mar-2015,
134361,Sundaram Asset Management Company Ltd,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Quarterly Bonus,INF903J014I2,,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Sundaram Banking and PSU Debt Fund (Formerly Known as Sundaram Banking and PSU Fund),5000,25-Mar-2015,
134362,Sundaram Asset Management Company Ltd,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Quarterly Dividend,INF903J019H3,INF903J013I4,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Sundaram Banking and PSU Debt Fund (Formerly Known as Sundaram Banking and PSU Fund),5000,25-Mar-2015,
134363,Sundaram Asset Management Company Ltd,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Growth,INF903J017I5,,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Sundaram Banking and PSU Debt Fund (Formerly Known as Sundaram Banking and PSU Fund),5000,25-Mar-2015,
119626,Sundaram Asset Management Company Ltd,Sundaram Banking and PSU Debt Fund Direct Plan - IDCW,INF903J01PB3,INF903J01PE7,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Sundaram Banking and PSU Debt Fund (Formerly Known as Sundaram Banking and PSU Fund),5000,25-Mar-2015,
119627,Sundaram Asset Management Company Ltd,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),INF903J01PC1,,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Sundaram Banking and PSU Debt Fund (Formerly Known as Sundaram Banking and PSU Fund),5000,25-Mar-2015,
119629,Sundaram Asset Management Company Ltd,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Bonus,INF903J01RI4,,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Sundaram Banking and PSU Debt Fund (Formerly Known as Sundaram Banking and PSU Fund),5000,25-Mar-2015,
134355,Sundaram Asset Management Company Ltd,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Annual Bonus,INF903J016I7,,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Sundaram Banking and PSU Debt Fund (Formerly Known as Sundaram Banking and PSU Fund),5000,25-Mar-2015,
134356,Sundaram Asset Management Company Ltd,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Growth,INF903J016H9,,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Sundaram Banking and PSU Debt Fund (Formerly Known as Sundaram Banking and PSU Fund),5000,25-Mar-2015,
134357,Sundaram Asset Management Company Ltd,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Half Yearly Bonus,INF903J015I9,,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Sundaram Banking and PSU Debt Fund (Formerly Known as Sundaram Banking and PSU Fund),5000,25-Mar-2015,
119625,Sundaram Asset Management Company Ltd,Sundaram Banking and PSU Debt Fund Direct Plan - Growth,INF903J01PA5,,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Sundaram Banking and PSU Debt Fund (Formerly Known as Sundaram Banking and PSU Fund),5000,25-Mar-2015,
118326,Sundaram Asset Management Company Ltd,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Bonus,INF903J01LY4,,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Sundaram Banking and PSU Debt Fund (Formerly Known as Sundaram Banking and PSU Fund),5000,25-Mar-2015,
134383,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth,INF209KA1K47,,Open Ended,Debt Scheme - Credit Risk Fund,Aditya Birla Sun Life Credit Risk Fund,Rs. 5000 and in multiples of re. 1/-,30-Mar-2015,
134384,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Bonus,INF209KA1K70,,Open Ended,Debt Scheme - Credit Risk Fund,Aditya Birla Sun Life Credit Risk Fund,Rs. 5000 and in multiples of re. 1/-,30-Mar-2015,
134385,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW,INF209KA1K96,INF209KA1L04,Open Ended,Debt Scheme - Credit Risk Fund,Aditya Birla Sun Life Credit Risk Fund,Rs. 5000 and in multiples of re. 1/-,30-Mar-2015,
134386,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW,INF209KA1K54,INF209KA1K62,Open Ended,Debt Scheme - Credit Risk Fund,Aditya Birla Sun Life Credit Risk Fund,Rs. 5000 and in multiples of re. 1/-,30-Mar-2015,
134387,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth,INF209KA1K88,,Open Ended,Debt Scheme - Credit Risk Fund,Aditya Birla Sun Life Credit Risk Fund,Rs. 5000 and in multiples of re. 1/-,30-Mar-2015,
134388,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus,INF209KA1L12,,Open Ended,Debt Scheme - Credit Risk Fund,Aditya Birla Sun Life Credit Risk Fund,Rs. 5000 and in multiples of re. 1/-,30-Mar-2015,
134397,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 76 - 1134 Days Plan Y Direct Plan Cumulative Option,INF109KB1BH4,,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 76 - 1134 Days Plan Y,5000,10-Apr-2015,
134399,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 76 - 1134 Days Plan Y Cumulative Option,INF109KB1BF8,,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 76 - 1134 Days Plan Y,5000,10-Apr-2015,
134400,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 76 - 1134 Days Plan Y Dividend Option,INF109KB1BG6,,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 76 - 1134 Days Plan Y,5000,10-Apr-2015,
134409,Nippon Life India Asset Management Limited,Reliance Dual Advantage Fixed Tenure Fund VII- Plan E- Growth Option,INF204KA1M04,,Close Ended,Income,Reliance Dual Advantage Fixed Tenure Fund VII- Plan E,Rs. 5000/- per option and in multiples of Re. 1 t,15-Apr-2015,
134410,Nippon Life India Asset Management Limited,Reliance Dual Advantage Fixed Tenure Fund VII- Plan E- Direct Plan-Growth Option,INF204KA1L88,,Close Ended,Income,Reliance Dual Advantage Fixed Tenure Fund VII- Plan E,Rs. 5000/- per option and in multiples of Re. 1 t,15-Apr-2015,
134411,Nippon Life India Asset Management Limited,Reliance Dual Advantage Fixed Tenure Fund VII- Plan E- Dividend Payout Option,INF204KA1L96,,Close Ended,Income,Reliance Dual Advantage Fixed Tenure Fund VII- Plan E,Rs. 5000/- per option and in multiples of Re. 1 t,15-Apr-2015,
134412,Nippon Life India Asset Management Limited,Reliance Dual Advantage Fixed Tenure Fund VII- Plan E- Direct Plan-Dividend Payout Option,INF204KA1L70,,Close Ended,Income,Reliance Dual Advantage Fixed Tenure Fund VII- Plan E,Rs. 5000/- per option and in multiples of Re. 1 t,15-Apr-2015,
134458,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 76 - 1135 Days Plan Z Cumulative Option,INF109KB1BB7,,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 76 - 1135 Days Plan Z,5000,15-Apr-2015,
134459,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 76 - 1135 Days Plan Z Dividend Option,INF109KB1BC5,,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 76 - 1135 Days Plan Z,5000,15-Apr-2015,
134460,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 76 - 1135 Days Plan Z Direct Plan Dividend Option,INF109KB1BE1,,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 76 - 1135 Days Plan Z,5000,15-Apr-2015,
134461,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 76 - 1135 Days Plan Z Direct Plan Cumulative Option,INF109KB1BD3,,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 76 - 1135 Days Plan Z,5000,15-Apr-2015,
134493,Quantum Asset Management Company Private Limited,Quantum Dynamic Term Fund - Direct Plan Monthly IDCW,INF082J01184,INF082J01192,Open Ended,Debt Scheme - Dynamic Bond,Quantum Dynamic Term Fund,Rs. 500,29-Apr-2015,
134494,Quantum Asset Management Company Private Limited,Quantum Dynamic Term Fund - Direct Plan Growth Option,INF082J01176,,Open Ended,Debt Scheme - Dynamic Bond,Quantum Dynamic Term Fund,Rs. 500,29-Apr-2015,
141060,Quantum Asset Management Company Private Limited,Quantum Dynamic Term Fund - Regular Plan Monthly IDCW,INF082J01226,INF082J01234,Open Ended,Debt Scheme - Dynamic Bond,Quantum Dynamic Term Fund,Rs. 500,29-Apr-2015,
141061,Quantum Asset Management Company Private Limited,Quantum Dynamic Term Fund - Regular Plan Growth Option,INF082J01218,,Open Ended,Debt Scheme - Dynamic Bond,Quantum Dynamic Term Fund,Rs. 500,29-Apr-2015,
134495,UTI Asset Mgmt. Co. Ltd.,UTI Medium Term Fund - Regular Plan - Monthly IDCW,INF789FB1JV2,INF789FB1KP2,Open Ended,Income/Debt Oriented Schemes - Medium Term Fund,UTI Medium Term Fund,Rs 5000 & in multiple of Rs 1 thereafter,25-Mar-2015,30-Mar-2015
134496,UTI Asset Mgmt. Co. Ltd.,UTI Medium Term Fund - Regular Plan - Quarterly IDCW,INF789FB1JW0,INF789FB1JX8,Open Ended,Income/Debt Oriented Schemes - Medium Term Fund,UTI Medium Term Fund,Rs 5000 & in multiple of Rs 1 thereafter,25-Mar-2015,30-Mar-2015
134497,UTI Asset Mgmt. Co. Ltd.,UTI Medium Term Fund - Regular Plan - Half-Yearly IDCW,INF789FB1JY6,INF789FB1JZ3,Open Ended,Income/Debt Oriented Schemes - Medium Term Fund,UTI Medium Term Fund,Rs 5000 & in multiple of Rs 1 thereafter,25-Mar-2015,30-Mar-2015
134498,UTI Asset Mgmt. Co. Ltd.,UTI Medium Term Fund - Regular Plan - Dicontinued Flexi IDCW,INF789FB1KC0,INF789FB1KD8,Open Ended,Income/Debt Oriented Schemes - Medium Term Fund,UTI Medium Term Fund,Rs 5000 & in multiple of Rs 1 thereafter,25-Mar-2015,30-Mar-2015
134499,UTI Asset Mgmt. Co. Ltd.,UTI Medium Term Fund - Regular Plan - Growth Option,INF789FB1JU4,,Open Ended,Income/Debt Oriented Schemes - Medium Term Fund,UTI Medium Term Fund,Rs 5000 & in multiple of Rs 1 thereafter,25-Mar-2015,30-Mar-2015
134500,UTI Asset Mgmt. Co. Ltd.,UTI Medium Term Fund - Regular Plan - Annual IDCW,INF789FB1KA4,INF789FB1KB2,Open Ended,Income/Debt Oriented Schemes - Medium Term Fund,UTI Medium Term Fund,Rs 5000 & in multiple of Rs 1 thereafter,25-Mar-2015,30-Mar-2015
134501,UTI Asset Mgmt. Co. Ltd.,UTI Medium Term Fund - Direct Plan - Monthly IDCW,INF789FB1KF3,INF789FB1KG1,Open Ended,Income/Debt Oriented Schemes - Medium Term Fund,UTI Medium Term Fund,Rs 5000 & in multiple of Rs 1 thereafter,25-Mar-2015,30-Mar-2015
134502,UTI Asset Mgmt. Co. Ltd.,UTI Medium Term Fund - Direct Plan - Discontinued Quarterly IDCW,INF789FB1KH9,INF789FB1KI7,Open Ended,Income/Debt Oriented Schemes - Medium Term Fund,UTI Medium Term Fund,Rs 5000 & in multiple of Rs 1 thereafter,25-Mar-2015,30-Mar-2015
134503,UTI Asset Mgmt. Co. Ltd.,UTI Medium Term Fund - Direct Plan - Growth Option,INF789FB1KE6,,Open Ended,Income/Debt Oriented Schemes - Medium Term Fund,UTI Medium Term Fund,Rs 5000 & in multiple of Rs 1 thereafter,25-Mar-2015,30-Mar-2015
134504,UTI Asset Mgmt. Co. Ltd.,UTI Medium Term Fund - Direct Plan - Half-Yearly IDCW,INF789FB1KJ5,INF789FB1KK3,Open Ended,Income/Debt Oriented Schemes - Medium Term Fund,UTI Medium Term Fund,Rs 5000 & in multiple of Rs 1 thereafter,25-Mar-2015,30-Mar-2015
134505,UTI Asset Mgmt. Co. Ltd.,UTI Medium Term Fund - Direct Plan - Annual IDCW,INF789FB1KL1,INF789FB1KM9,Open Ended,Income/Debt Oriented Schemes - Medium Term Fund,UTI Medium Term Fund,Rs 5000 & in multiple of Rs 1 thereafter,25-Mar-2015,30-Mar-2015
